Feature,Mean P Value,P Values
"value__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)",8.74579161165663e-09,"[1.0472637120414613e-08, 3.987533836545995e-09, 8.740156782396474e-09, 6.02164459456049e-09, 1.156050795561042e-08, 3.1477818686460655e-10, 3.2258366930883186e-09, 4.10174641249311e-08, 9.847309599077577e-10, 1.132625862246542e-09]"
"value__cwt_coefficients__coeff_10__w_5__widths_(2, 5, 10, 20)",2.677992652410327e-08,"[2.5237375661712677e-08, 1.03689023280167e-08, 2.0781599600543436e-08, 7.048378501568877e-08, 4.07457387411216e-08, 3.818475127298921e-09, 6.863848526499934e-09, 7.548834686020428e-08, 9.022079987029785e-09, 4.98911339291656e-09]"
"value__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",1.126126692459692e-08,"[9.48452761608789e-09, 5.3254038181530115e-09, 7.927761969320535e-09, 1.1324200400627192e-08, 1.4075383596166078e-08, 5.677279010826417e-10, 4.714525764308703e-09, 5.572485361847305e-08, 1.7769508051115926e-09, 1.6913337566385092e-09]"
"value__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)",8.74579161165663e-09,"[1.0472637120414613e-08, 3.987533836545995e-09, 8.740156782396474e-09, 6.02164459456049e-09, 1.156050795561042e-08, 3.1477818686460655e-10, 3.2258366930883186e-09, 4.10174641249311e-08, 9.847309599077577e-10, 1.132625862246542e-09]"
"value__cwt_coefficients__coeff_11__w_5__widths_(2, 5, 10, 20)",5.232322079772606e-08,"[1.0404391707838897e-07, 1.817786490540418e-08, 9.194141610000084e-08, 7.048378501568877e-08, 6.533395334952082e-08, 7.976056178432314e-09, 9.954792498068972e-09, 1.373399707682168e-07, 9.905162835494944e-09, 8.075289248043987e-09]"
"value__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)",1.0245325808687704e-08,"[9.48452761608789e-09, 4.392337266375446e-09, 7.927761969320535e-09, 1.0200600379939752e-08, 1.2757873928104873e-08, 4.668340787530142e-10, 3.901651630529799e-09, 5.033009131749098e-08, 1.460989045179658e-09, 1.5305908550951152e-09]"
"value__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)",8.74579161165663e-09,"[1.0472637120414613e-08, 3.987533836545995e-09, 8.740156782396474e-09, 6.02164459456049e-09, 1.156050795561042e-08, 3.1477818686460655e-10, 3.2258366930883186e-09, 4.10174641249311e-08, 9.847309599077577e-10, 1.132625862246542e-09]"
"value__cwt_coefficients__coeff_12__w_2__widths_(2, 5, 10, 20)",0.00025505286112970056,"[0.00018429290330695884, 0.00017333787481877097, 0.00044029885268549864, 2.4667264647939816e-05, 5.296117942428232e-05, 2.3098283855418284e-05, 5.2285121092117495e-06, 0.0014574399914786022, 0.00010352371828782641, 8.568003068249653e-05]"
"value__cwt_coefficients__coeff_12__w_5__widths_(2, 5, 10, 20)",3.597947098523882e-08,"[9.48504399726828e-08, 1.03689023280167e-08, 5.818805373019764e-08, 5.2328542492606573e-08, 1.5524682722865232e-08, 1.6417021402449547e-08, 4.289387866571968e-09, 9.227277271218341e-08, 7.47961737677032e-09, 8.075289248043987e-09]"
"value__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)",9.601737991876381e-09,"[9.48452761608789e-09, 4.392337266375446e-09, 7.927761969320535e-09, 9.185663033875053e-09, 1.2757873928104873e-08, 4.2317831492751977e-10, 3.5481135758416993e-09, 4.544307203674353e-08, 1.3242613223921592e-09, 1.5305908550951152e-09]"
"value__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)",8.74579161165663e-09,"[1.0472637120414613e-08, 3.987533836545995e-09, 8.740156782396474e-09, 6.02164459456049e-09, 1.156050795561042e-08, 3.1477818686460655e-10, 3.2258366930883186e-09, 4.10174641249311e-08, 9.847309599077577e-10, 1.132625862246542e-09]"
"value__cwt_coefficients__coeff_13__w_2__widths_(2, 5, 10, 20)",0.00033765803428572195,"[0.00016113954128752284, 0.0001524581852331187, 0.0010227198711098388, 9.382591501339204e-06, 8.767335668943686e-06, 2.013860150709561e-05, 8.1457882279249e-06, 0.0017563147394828028, 0.00012569665621755158, 0.00011181703262108144]"
"value__cwt_coefficients__coeff_13__w_5__widths_(2, 5, 10, 20)",6.797554478183196e-08,"[1.972992227944642e-07, 1.5090599555677572e-08, 1.8856232988807486e-07, 3.874273397907018e-08, 1.887076335653526e-08, 2.5585419658612263e-08, 5.691294345917723e-09, 1.6723495743972874e-07, 1.1930377355369397e-08, 1.074774944486936e-08]"
"value__cwt_coefficients__coeff_14__w_10__widths_(2, 5, 10, 20)",9.601737991876381e-09,"[9.48452761608789e-09, 4.392337266375446e-09, 7.927761969320535e-09, 9.185663033875053e-09, 1.2757873928104873e-08, 4.2317831492751977e-10, 3.5481135758416993e-09, 4.544307203674353e-08, 1.3242613223921592e-09, 1.5305908550951152e-09]"
"value__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",8.74579161165663e-09,"[1.0472637120414613e-08, 3.987533836545995e-09, 8.740156782396474e-09, 6.02164459456049e-09, 1.156050795561042e-08, 3.1477818686460655e-10, 3.2258366930883186e-09, 4.10174641249311e-08, 9.847309599077577e-10, 1.132625862246542e-09]"
"value__cwt_coefficients__coeff_14__w_5__widths_(2, 5, 10, 20)",1.887845204298042e-07,"[3.0907464799748937e-07, 3.158286148623396e-08, 4.519773521917701e-07, 3.502739692734666e-08, 9.48504399726828e-08, 1.310767448363816e-07, 3.548599857748669e-08, 7.03322860810788e-07, 7.266617026398332e-08, 2.2780731233879258e-08]"
"value__cwt_coefficients__coeff_1__w_10__widths_(2, 5, 10, 20)",3.0317916040883286e-06,"[2.5237375661712677e-08, 1.2732999666648434e-06, 2.0781599600543436e-08, 1.657687876765148e-05, 2.826919953722757e-07, 3.250073824531397e-07, 6.937111893988215e-07, 9.22975376994431e-06, 1.863136331120678e-06, 2.7417663015481568e-08]"
"value__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)",1.7369901178801317e-08,"[2.0796667265372773e-08, 1.5090599555677572e-08, 1.717473170865418e-08, 6.695209610222007e-09, 3.059266333834309e-08, 4.2317831492751977e-10, 1.1971271911890376e-08, 6.824565577987547e-08, 1.3242613223921592e-09, 1.3847729806580226e-09]"
"value__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20)",8.637282651535955e-08,"[1.2757873928104873e-08, 2.39874820016621e-08, 1.061481679370804e-08, 4.36046951935513e-07, 4.07457387411216e-08, 5.0419817142068085e-09, 2.7131917644028688e-08, 2.7209998781536314e-07, 2.722622533184311e-08, 8.075289248043987e-09]"
"value__cwt_coefficients__coeff_1__w_5__widths_(2, 5, 10, 20)",9.6753777084054e-07,"[1.7118503819424523e-08, 7.773882153166035e-08, 1.4178906631355948e-08, 7.318404368811969e-06, 9.48504399726828e-08, 1.107975750000043e-07, 1.315015151576102e-07, 1.1173425499756883e-06, 7.745361781285679e-07, 1.890884937643723e-08]"
"value__cwt_coefficients__coeff_2__w_10__widths_(2, 5, 10, 20)",2.616192010916938e-07,"[9.48452761608789e-09, 8.494965672114201e-08, 7.927761969320535e-09, 1.5562161689822726e-06, 4.480556662472861e-08, 2.5585419658612263e-08, 5.524269724517876e-08, 7.03322860810788e-07, 1.2260383537751037e-07, 6.053515911296597e-09]"
"value__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)",1.2311641668397103e-08,"[1.5524682722865232e-08, 7.80483484762243e-09, 1.2877965769616659e-08, 6.695209610222007e-09, 2.0796667265372773e-08, 3.835164900715479e-10, 6.250883596397319e-09, 5.033009131749098e-08, 1.2000363088255634e-09, 1.2525287554865284e-09]"
"value__cwt_coefficients__coeff_2__w_2__widths_(2, 5, 10, 20)",6.026065070293611e-08,"[1.2757873928104873e-08, 2.39874820016621e-08, 1.061481679370804e-08, 2.998446231450428e-07, 4.07457387411216e-08, 3.168953973526053e-09, 1.7262696447160326e-08, 1.6723495743972874e-07, 1.8914075311262576e-08, 8.075289248043987e-09]"
"value__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)",3.092603823498723e-07,"[1.4075383596166078e-08, 4.5417647066633084e-08, 1.1693302681445963e-08, 2.028136541948033e-06, 5.4134464988319395e-08, 2.5585419658612263e-08, 6.583178279937061e-08, 7.03322860810788e-07, 1.3365867050448532e-07, 1.074774944486936e-08]"
"value__cwt_coefficients__coeff_3__w_10__widths_(2, 5, 10, 20)",6.522240027045855e-08,"[9.48452761608789e-09, 3.158286148623396e-08, 7.927761969320535e-09, 2.481886054002515e-07, 2.779011861595848e-08, 6.061439391749659e-09, 2.265914198329227e-08, 2.7209998781536314e-07, 2.27037496541205e-08, 3.725808772207523e-09]"
"value__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)",1.1198336538391214e-08,"[1.2757873928104873e-08, 6.450229822290027e-09, 1.061481679370804e-08, 6.695209610222007e-09, 1.7118503819424523e-08, 3.835164900715479e-10, 5.180558538288055e-09, 5.033009131749098e-08, 1.2000363088255634e-09, 1.2525287554865284e-09]"
"value__cwt_coefficients__coeff_3__w_2__widths_(2, 5, 10, 20)",5.8544392367328865e-08,"[1.2757873928104873e-08, 2.39874820016621e-08, 1.061481679370804e-08, 2.998446231450428e-07, 4.07457387411216e-08, 3.168953973526053e-09, 1.5758776437513703e-08, 1.5157629409330284e-07, 1.8914075311262576e-08, 8.075289248043987e-09]"
"value__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20)",1.4947705654760243e-07,"[1.2757873928104873e-08, 3.459849080002309e-08, 1.061481679370804e-08, 8.299367926354931e-07, 4.480556662472861e-08, 1.1464098398635877e-08, 4.2389232639602835e-08, 4.392077162413868e-07, 6.092068816629716e-08, 8.075289248043987e-09]"
"value__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20)",5.000009365611308e-08,"[9.48452761608789e-09, 2.8822889071235736e-08, 7.927761969320535e-09, 1.397180363480912e-07, 2.5237375661712677e-08, 3.4789880728297974e-09, 2.265914198329227e-08, 2.470160297109837e-07, 1.1930377355369397e-08, 3.725808772207523e-09]"
"value__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)",1.0570668409814243e-08,"[1.156050795561042e-08, 5.861626448714579e-09, 9.633257851246035e-09, 6.695209610222007e-09, 1.4075383596166078e-08, 3.835164900715479e-10, 4.714525764308703e-09, 5.033009131749098e-08, 1.2000363088255634e-09, 1.2525287554865284e-09]"
"value__cwt_coefficients__coeff_4__w_2__widths_(2, 5, 10, 20)",6.138256014491799e-08,"[1.4075383596166078e-08, 2.39874820016621e-08, 1.1693302681445963e-08, 3.294234098714622e-07, 4.9256383148590074e-08, 3.168953973526053e-09, 1.4382434356021504e-08, 1.373399707682168e-07, 2.0724983216369365e-08, 9.773297835719823e-09]"
"value__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)",6.304543847024975e-08,"[1.2757873928104873e-08, 1.9943367416792822e-08, 1.061481679370804e-08, 2.7283834121940214e-07, 3.366858547801702e-08, 5.0419817142068085e-09, 2.265914198329227e-08, 2.241730106035564e-07, 2.27037496541205e-08, 6.053515911296597e-09]"
"value__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)",4.330306418560067e-08,"[9.48452761608789e-09, 2.6297547247193224e-08, 7.927761969320535e-09, 1.0439854321139711e-07, 2.291282539728647e-08, 2.885884393487266e-09, 2.069994079438479e-08, 2.241730106035564e-07, 1.0872033556329554e-08, 3.378567066963436e-09]"
"value__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",1.0570668409814243e-08,"[1.156050795561042e-08, 5.861626448714579e-09, 9.633257851246035e-09, 6.695209610222007e-09, 1.4075383596166078e-08, 3.835164900715479e-10, 4.714525764308703e-09, 5.033009131749098e-08, 1.2000363088255634e-09, 1.2525287554865284e-09]"
"value__cwt_coefficients__coeff_5__w_2__widths_(2, 5, 10, 20)",6.182502188077735e-08,"[1.5524682722865232e-08, 3.78926138345335e-08, 1.2877965769616659e-08, 2.998446231450428e-07, 5.947931833620144e-08, 3.4789880728297974e-09, 1.3123157423631094e-08, 1.373399707682168e-07, 2.980395552028941e-08, 8.884943214546613e-09]"
"value__cwt_coefficients__coeff_5__w_5__widths_(2, 5, 10, 20)",4.9379219863328507e-08,"[1.2757873928104873e-08, 1.9943367416792822e-08, 1.061481679370804e-08, 2.0518070920731496e-07, 3.366858547801702e-08, 3.818475127298921e-09, 1.7262696447160326e-08, 1.6723495743972874e-07, 1.72572008838628e-08, 6.053515911296597e-09]"
"value__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)",3.016287595903236e-08,"[9.48452761608789e-09, 1.6564520847860114e-08, 7.927761969320535e-09, 7.048378501568877e-08, 2.0796667265372773e-08, 1.8013314239983786e-09, 1.3123157423631094e-08, 1.5157629409330284e-07, 6.807803482707294e-09, 3.0629104523538916e-09]"
"value__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)",9.568370838695713e-09,"[1.0472637120414613e-08, 4.837025724162202e-09, 8.740156782396474e-09, 6.695209610222007e-09, 1.2757873928104873e-08, 3.835164900715479e-10, 3.901651630529799e-09, 4.544307203674353e-08, 1.2000363088255634e-09, 1.2525287554865284e-09]"
"value__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)",1.3290605472994078e-06,"[1.3509806043096903e-06, 5.615135591864613e-07, 7.541279586305813e-07, 5.2323679151085895e-06, 8.826729912740496e-07, 7.838785481600337e-07, 1.315015151576102e-07, 2.1078332004648683e-06, 1.3586058075337394e-06, 1.2712337316845598e-07]"
"value__cwt_coefficients__coeff_6__w_5__widths_(2, 5, 10, 20)",5.121454866181634e-08,"[1.156050795561042e-08, 1.9943367416792822e-08, 9.633257851246035e-09, 2.256968800207933e-07, 3.704359844082576e-08, 3.4789880728297974e-09, 1.5758776437513703e-08, 1.6723495743972874e-07, 1.574163707152625e-08, 6.053515911296597e-09]"
"value__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)",2.0542865659477625e-08,"[9.48452761608789e-09, 1.03689023280167e-08, 7.927761969320535e-09, 4.73538867041505e-08, 2.0796667265372773e-08, 1.2303944618288545e-09, 8.270048278874665e-09, 9.227277271218341e-08, 4.660784806587025e-09, 3.0629104523538916e-09]"
"value__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",8.74579161165663e-09,"[1.0472637120414613e-08, 3.987533836545995e-09, 8.740156782396474e-09, 6.02164459456049e-09, 1.156050795561042e-08, 3.1477818686460655e-10, 3.2258366930883186e-09, 4.10174641249311e-08, 9.847309599077577e-10, 1.132625862246542e-09]"
"value__cwt_coefficients__coeff_7__w_5__widths_(2, 5, 10, 20)",3.882638344317594e-08,"[1.0472637120414613e-08, 1.817786490540418e-08, 8.740156782396474e-09, 1.397180363480912e-07, 2.779011861595848e-08, 2.6274951490344627e-09, 1.3123157423631094e-08, 1.5157629409330284e-07, 1.1930377355369397e-08, 4.107696638156694e-09]"
"value__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)",1.573190468791673e-08,"[9.48452761608789e-09, 7.80483484762243e-09, 7.927761969320535e-09, 2.5838157441847398e-08, 1.7118503819424523e-08, 1.0154748298038403e-09, 6.863848526499934e-09, 7.548834686020428e-08, 3.49893863392047e-09, 2.2786523344359877e-09]"
"value__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)",8.74579161165663e-09,"[1.0472637120414613e-08, 3.987533836545995e-09, 8.740156782396474e-09, 6.02164459456049e-09, 1.156050795561042e-08, 3.1477818686460655e-10, 3.2258366930883186e-09, 4.10174641249311e-08, 9.847309599077577e-10, 1.132625862246542e-09]"
"value__cwt_coefficients__coeff_8__w_5__widths_(2, 5, 10, 20)",3.1146768707601954e-08,"[1.156050795561042e-08, 1.3744397540193239e-08, 9.633257851246035e-09, 9.46765862449809e-08, 3.059266333834309e-08, 2.3916900690343346e-09, 1.0917878513946028e-08, 1.2440104734886385e-07, 9.022079987029785e-09, 4.527578226771806e-09]"
"value__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20)",1.304313232629536e-08,"[9.48452761608789e-09, 5.861626448714579e-09, 7.927761969320535e-09, 1.714750987694287e-08, 1.7118503819424523e-08, 8.373238509253927e-10, 5.691294345917723e-09, 6.167815294935004e-08, 2.6209593703908175e-09, 2.0636630158791898e-09]"
"value__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)",8.74579161165663e-09,"[1.0472637120414613e-08, 3.987533836545995e-09, 8.740156782396474e-09, 6.02164459456049e-09, 1.156050795561042e-08, 3.1477818686460655e-10, 3.2258366930883186e-09, 4.10174641249311e-08, 9.847309599077577e-10, 1.132625862246542e-09]"
"value__cwt_coefficients__coeff_9__w_5__widths_(2, 5, 10, 20)",3.3120959688860476e-08,"[1.4075383596166078e-08, 1.3744397540193239e-08, 1.1693302681445963e-08, 1.0439854321139711e-07, 3.059266333834309e-08, 4.19012540970783e-09, 1.0917878513946028e-08, 1.2440104734886385e-07, 1.3088558610384886e-08, 4.107696638156694e-09]"
"value__fft_coefficient__attr_""abs""__coeff_1",1.4214789652873528e-07,"[3.3782705889923116e-07, 8.20476374594608e-10, 2.683414526324206e-07, 5.755975201564828e-07, 3.366858547801702e-08, 6.258623083575867e-10, 7.512910279886999e-10, 5.572485361847305e-08, 6.654283138378442e-08, 8.157903340800262e-08]"
"value__fft_coefficient__attr_""abs""__coeff_3",1.0330424732685825e-05,"[1.3709904018191183e-07, 2.631099553354019e-07, 1.88110162367696e-06, 1.0186582759150017e-05, 1.8897158219106445e-06, 1.3725138643343996e-08, 5.524269724517876e-08, 4.3161064295657396e-05, 1.0626207231274805e-05, 3.509039876378259e-05]"
"value__fft_coefficient__attr_""imag""__coeff_1",3.7916559258039854e-07,"[5.248897352987752e-07, 6.505283068681062e-08, 2.602294474264459e-06, 2.8605103421220806e-08, 1.0472637120414613e-08, 2.885884393487266e-09, 5.691294345917723e-09, 4.828845824677323e-07, 1.1930377355369397e-08, 5.694900644979812e-08]"
"value__fft_coefficient__attr_""imag""__coeff_3",2.009095462274511e-05,"[1.505487837363844e-05, 5.615135591864613e-07, 7.019860678752308e-05, 3.934935242757246e-05, 1.6246161788993213e-05, 3.964586629827652e-08, 2.479784370271811e-08, 1.9438782919086406e-05, 2.355092378156277e-06, 3.7640714283293766e-05]"
"value__fft_coefficient__attr_""imag""__coeff_4",0.0001226966975329189,"[0.00018429290330695884, 2.225519353686765e-06, 0.00046839394465738525, 3.11974166670318e-05, 8.826729912740496e-07, 5.881038793358047e-05, 6.160956276020312e-05, 0.00039147489387035816, 3.4635366869194473e-06, 2.461613710179109e-05]"
"value__fft_coefficient__attr_""real""__coeff_1",2.1518197305997443e-06,"[3.6493252083791962e-06, 1.6515601077788967e-09, 2.8203878511321725e-06, 1.1996249969545626e-05, 3.0907464799748937e-07, 3.168953973526053e-09, 2.4207608930213337e-09, 8.471914316814886e-07, 9.868810582778083e-07, 9.018458640093404e-07]"
"value__linear_trend__attr_""intercept""",1.7320510282257672e-06,"[7.430711360240248e-07, 9.9859522145795e-07, 1.2384688994813248e-05, 2.0518070920731496e-07, 8.644560554141514e-08, 2.3916900690343346e-09, 6.250883596397319e-09, 1.2245558477536288e-06, 3.12706082559268e-07, 1.3566241112353877e-06]"
"value__linear_trend__attr_""rvalue""",6.1330740611144e-05,"[6.109402446976773e-05, 3.2482464605751114e-05, 0.000498154434618688, 3.294234098714622e-07, 2.6317852107347137e-06, 2.1583686061985315e-07, 1.9430426113546565e-06, 6.035037015233297e-06, 1.729196436623916e-07, 1.0248437665756661e-05]"
"value__linear_trend__attr_""slope""",5.321292715998878e-08,"[3.059266333834309e-08, 7.112235825381217e-08, 2.0603179604581477e-07, 2.106191478588663e-08, 1.5524682722865232e-08, 9.222132972636309e-10, 1.9966589564184113e-09, 1.126451553935828e-07, 9.905162835494944e-09, 6.232666597040612e-08]"
"value__linear_trend__attr_""stderr""",2.916352024739049e-09,"[1.5199843322035753e-09, 4.940630034755131e-10, 1.3088570156873292e-09, 1.2567704653012151e-08, 1.5199843322035753e-09, 6.258623083575867e-10, 4.1314550012193317e-10, 7.622310505281462e-09, 1.958982734800818e-09, 1.132625862246542e-09]"
value__maximum,1.7698236033554064e-07,"[2.1594877632076445e-07, 1.817786490540418e-08, 1.7252876797156174e-07, 9.94749312557363e-07, 5.4134464988319395e-08, 9.222132972636309e-10, 1.1139301933166182e-09, 5.572485361847305e-08, 1.883285242044653e-07, 6.819489529847489e-08]"
value__mean_abs_change,2.303635344882932e-09,"[1.5199843322035753e-09, 4.940630034755131e-10, 1.3088570156873292e-09, 7.441830098712278e-09, 1.5199843322035753e-09, 3.835164900715479e-10, 4.1314550012193317e-10, 7.622310505281462e-09, 1.2000363088255634e-09, 1.132625862246542e-09]"
value__minimum,2.022974059267673e-08,"[1.5199843322035753e-09, 2.4497327378488285e-09, 1.3088570156873292e-09, 1.397180363480912e-07, 8.587284489072e-09, 1.0154748298038403e-09, 1.2284561062250702e-09, 3.010501947651851e-08, 7.47961737677032e-09, 8.884943214546613e-09]"
value__quantile__q_0.1,1.0613462134478477e-08,"[1.871142713963921e-09, 1.2255604771308956e-09, 1.6056362575813894e-09, 5.7808081678486176e-08, 9.48452761608789e-09, 1.2303944618288545e-09, 1.4929667179230057e-09, 1.9842083539818174e-08, 3.49893863392047e-09, 8.075289248043987e-09]"
value__quantile__q_0.2,6.536293908835911e-09,"[1.5199843322035753e-09, 6.056508098104785e-10, 1.3088570156873292e-09, 3.874273397907018e-08, 5.754678565967082e-09, 4.668340787530142e-10, 5.577316697768161e-10, 9.44917728074153e-09, 1.460989045179658e-09, 5.49630231116945e-09]"
value__quantile__q_0.3,2.8412411354192046e-09,"[1.5199843322035753e-09, 6.056508098104785e-10, 1.3088570156873292e-09, 1.0200600379939752e-08, 1.686680765879966e-09, 4.2317831492751977e-10, 5.047646543357112e-10, 9.44917728074153e-09, 1.460989045179658e-09, 1.2525287554865284e-09]"
value__quantile__q_0.4,1.0995913788659729e-07,"[7.174518071274804e-08, 1.8233225228396864e-09, 5.818805373019764e-08, 2.256968800207933e-07, 1.2757873928104873e-08, 1.3725138643343996e-08, 1.7262696447160326e-08, 5.831434533908341e-07, 9.449145558448892e-08, 2.075732388546212e-08]"
value__quantile__q_0.7,5.160278659747766e-07,"[5.947931833620144e-08, 1.5696438991862516e-07, 6.992744575431949e-08, 1.5562161689822726e-06, 2.291282539728647e-08, 1.6837318679974049e-07, 3.607811907966622e-07, 1.9269534826685554e-06, 6.58215494913809e-07, 1.8045515618029323e-07]"
value__quantile__q_0.8,3.8739000192234035e-07,"[1.3709904018191183e-07, 1.9943367416792822e-08, 1.1020016874690614e-07, 2.4161365679521525e-06, 1.887076335653526e-08, 8.736267310010125e-09, 1.0917878513946028e-08, 8.471914316814886e-07, 2.2322550065565822e-07, 8.157903340800262e-08]"
value__quantile__q_0.9,2.4974976872563923e-07,"[3.3782705889923116e-07, 1.2515162801826728e-08, 2.683414526324206e-07, 1.302339404382956e-06, 6.533395334952082e-08, 1.3538851039864136e-09, 1.645276763987096e-09, 9.227277271218341e-08, 2.643324623912544e-07, 1.5153625821902588e-07]"
value__range_count__max_1__min_-1,8.182443993473557e-07,"[7.291721092067238e-09, 5.870613213976992e-09, 5.040831444178437e-09, 1.0192713093548426e-06, 8.907999003314318e-10, 7.805463167272134e-08, 1.4979263756752534e-07, 6.7850512956675734e-06, 1.3008447670227602e-07, 1.0956768580629274e-09]"
value__root_mean_square,2.046495878977649e-09,"[1.5199843322035753e-09, 4.4606595815783903e-10, 1.3088570156873292e-09, 6.02164459456049e-09, 1.5199843322035753e-09, 3.1477818686460655e-10, 3.7364008822032e-10, 6.8426474597244575e-09, 9.847309599077577e-10, 1.132625862246542e-09]"
value__spkt_welch_density__coeff_2,4.437720706579232e-06,"[1.1960542108279927e-05, 3.1192680241211875e-07, 9.14112163008844e-06, 2.106042918018927e-05, 2.1594877632076445e-07, 5.148746301696029e-10, 6.161086405170453e-10, 1.0196764080799956e-07, 1.158480974914652e-06, 4.256589695084606e-07]"
value__standard_deviation,2.046495878977649e-09,"[1.5199843322035753e-09, 4.4606595815783903e-10, 1.3088570156873292e-09, 6.02164459456049e-09, 1.5199843322035753e-09, 3.1477818686460655e-10, 3.7364008822032e-10, 6.8426474597244575e-09, 9.847309599077577e-10, 1.132625862246542e-09]"
value__variance,2.046495878977649e-09,"[1.5199843322035753e-09, 4.4606595815783903e-10, 1.3088570156873292e-09, 6.02164459456049e-09, 1.5199843322035753e-09, 3.1477818686460655e-10, 3.7364008822032e-10, 6.8426474597244575e-09, 9.847309599077577e-10, 1.132625862246542e-09]"
