,count,mean,std,min,25%,50%,75%,max
value_norm__large_standard_deviation__r_0.05,156.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
value_norm__large_standard_deviation__r_0.1,156.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
value_norm__large_standard_deviation__r_0.15000000000000002,156.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
value_norm__large_standard_deviation__r_0.2,156.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
value_norm__large_standard_deviation__r_0.25,156.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
value_norm__large_standard_deviation__r_0.30000000000000004,156.0,0.9743589743589743,0.1585709548605698,0.0,1.0,1.0,1.0,1.0
value_norm__large_standard_deviation__r_0.35000000000000003,156.0,0.7307692307692307,0.4449886384363862,0.0,0.0,1.0,1.0,1.0
value_norm__large_standard_deviation__r_0.4,156.0,0.02564102564102564,0.15857095486056988,0.0,0.0,0.0,0.0,1.0
value_norm__large_standard_deviation__r_0.45,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
value_norm__large_standard_deviation__r_0.5,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
value_norm__large_standard_deviation__r_0.55,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
value_norm__large_standard_deviation__r_0.6000000000000001,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
value_norm__large_standard_deviation__r_0.65,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
value_norm__large_standard_deviation__r_0.7000000000000001,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
value_norm__large_standard_deviation__r_0.75,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
value_norm__large_standard_deviation__r_0.8,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
value_norm__large_standard_deviation__r_0.8500000000000001,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
value_norm__large_standard_deviation__r_0.9,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
value_norm__large_standard_deviation__r_0.9500000000000001,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
value_norm__quantile__q_0.1,156.0,-1.0150322515749919,0.10195210654533493,-1.3330740698556365,-1.0834513283996743,-1.0057906576867273,-0.9328264037961043,-0.7804250957056037
value_norm__quantile__q_0.2,156.0,-0.9000823529542956,0.09697088608438226,-1.2189403741374645,-0.9681542787230886,-0.9014548528679835,-0.8368008116284227,-0.6290687019452993
value_norm__quantile__q_0.3,156.0,-0.8071736643136145,0.09865777764468203,-0.9826501366359922,-0.8843871674308124,-0.8177609696781227,-0.7366308599990512,-0.4886812210715526
value_norm__quantile__q_0.4,156.0,-0.6926048407308862,0.09302538877442605,-0.8417307336126443,-0.7586026421466718,-0.7122515099868094,-0.6448549078079582,-0.2879429292122851
value_norm__quantile__q_0.6,156.0,0.03758393387035879,0.2336140281891634,-0.5190179113658326,-0.14095720080091564,0.0546084172118552,0.20131470539268154,0.717900908628148
value_norm__quantile__q_0.7,156.0,0.7538130219891183,0.17796849734873976,-0.2718439246396584,0.695711958921692,0.7859295249380935,0.8563317689302186,1.0566448613840589
value_norm__quantile__q_0.8,156.0,1.257130011153502,0.0908523481298607,0.9867230222444676,1.216670147393985,1.2674940143348639,1.311287693869825,1.4459223965506134
value_norm__quantile__q_0.9,156.0,1.551171949056553,0.1121387760453559,1.1908139429298803,1.4944852073983466,1.552617873132368,1.6131538905357117,1.9193870172019785
value_norm__autocorrelation__lag_0,156.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
value_norm__autocorrelation__lag_1,156.0,1.000309589244752,0.0004297790745167989,0.997977449567579,1.0000326216693929,1.0003345873437712,1.0006132266840164,1.0013193538433471
value_norm__autocorrelation__lag_2,156.0,1.0003622441907492,0.0008314927000408497,0.995690540683026,0.9998017478086656,1.000419048401165,1.0009131269284128,1.0022792277132349
value_norm__autocorrelation__lag_3,156.0,1.0001568996456638,0.0012094404878944653,0.993138077569062,0.9993445269459403,1.0002034057697609,1.0009371526275515,1.002878834519918
value_norm__autocorrelation__lag_4,156.0,0.9996920098748492,0.0015682018440971873,0.9903256364807091,0.9986874027121436,0.9997250834839675,1.000704022373617,1.003116598060288
value_norm__autocorrelation__lag_5,156.0,0.9989657780530633,0.0019130693255629356,0.9872578587217224,0.9977069178407943,0.9990610306440324,1.0002867550574939,1.0030094465685775
value_norm__autocorrelation__lag_6,156.0,0.9979776025643403,0.0022497177443731066,0.9839339743887482,0.9966204559085666,0.9981204202469364,0.9995691175909351,1.002750661177247
value_norm__autocorrelation__lag_7,156.0,0.9967270750204762,0.002583899856418689,0.9803550483923492,0.9952981368705963,0.9969185000622086,0.9985876858900383,1.0022024010628003
value_norm__autocorrelation__lag_8,156.0,0.9952140767487134,0.002921593698552801,0.9765205163606306,0.9936949564242414,0.9954404257671814,0.9973288956312003,1.0013664857932416
value_norm__autocorrelation__lag_9,156.0,0.993438816162026,0.00326854460417925,0.9724317684289256,0.9916482839577254,0.993675645541926,0.9957698641354289,1.0002437311114372
"value_norm__agg_autocorrelation__f_agg_""mean""__maxlag_40",156.0,0.9383009439037878,0.010271541188177401,0.8779546930958165,0.9352852388459508,0.9407984196542996,0.944579780095367,0.9549740336707228
"value_norm__agg_autocorrelation__f_agg_""median""__maxlag_40",156.0,0.9544226689139174,0.009124191753189513,0.9061711884810436,0.9503303601934489,0.955802466412731,0.9598689886174813,0.9675599648336046
"value_norm__agg_autocorrelation__f_agg_""var""__maxlag_40",156.0,0.0032869968324519606,0.001119226286165277,0.0014376805560818,0.00264831209700875,0.00296621556730355,0.003670085257429975,0.0118718646479605
value_norm__partial_autocorrelation__lag_0,156.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
value_norm__partial_autocorrelation__lag_1,156.0,1.000309589244752,0.0004297790745168236,0.9979774495675788,1.0000326216693929,1.0003345873437712,1.0006132266840164,1.0013193538433471
value_norm__partial_autocorrelation__lag_2,156.0,0.8988932975022603,5.291118245807771,-4.264727857267089,0.14558536639694705,0.24717436181909014,0.42418780893000685,52.189285405076205
value_norm__partial_autocorrelation__lag_3,156.0,-0.01128510327640778,3.135548257340347,-27.921007554853603,-0.2742719040354274,0.25275234158700777,0.5633959426122028,16.781713292681626
value_norm__partial_autocorrelation__lag_4,156.0,0.6447181987167594,3.239958761162757,-6.967280041010013,-0.28914439597863406,0.29091923731811975,0.7075131145554531,30.50249115154304
value_norm__partial_autocorrelation__lag_5,156.0,-0.1730255413534127,2.249089197877202,-10.917472565832275,-0.690637310023085,-0.19057630756307695,0.4545239016055895,11.582083914155012
value_norm__partial_autocorrelation__lag_6,156.0,-0.6248178467178521,3.443131228658933,-21.96745586936579,-0.6059236349276218,-0.24434216979859658,0.34613028400793466,13.707489425092206
value_norm__partial_autocorrelation__lag_7,156.0,-1.9329907663127217,38.61463974299398,-444.52597570234,-0.4581390599925465,-0.25859855046361646,-0.13683310941701327,181.89479900256973
value_norm__partial_autocorrelation__lag_8,156.0,-57.73465701456842,716.5786380608783,-8950.420503694202,-0.48034405418797643,-0.2663272971213707,-0.1644511491779547,6.5272416256424615
value_norm__partial_autocorrelation__lag_9,156.0,-0.47328373553502756,1.6238433197937765,-14.575705567392315,-0.36963480858713865,-0.21786259162025057,-0.15240098526385434,3.122057986763641
value_norm__number_cwt_peaks__n_1,156.0,46.993589743589745,7.2124415756536076,33.0,42.0,47.0,50.0,74.0
value_norm__number_cwt_peaks__n_5,156.0,26.46153846153846,4.883658881359231,15.0,23.0,26.0,30.0,38.0
value_norm__number_peaks__n_1,156.0,3.8846153846153846,3.3734476257049986,1.0,2.0,3.0,5.0,19.0
value_norm__number_peaks__n_3,156.0,2.532051282051282,1.8082958357556564,1.0,1.0,2.0,3.0,13.0
value_norm__number_peaks__n_5,156.0,2.2756410256410255,1.3177386198734697,1.0,1.0,2.0,3.0,9.0
value_norm__number_peaks__n_10,156.0,1.8782051282051282,0.8373764615130471,1.0,1.0,2.0,2.0,5.0
value_norm__number_peaks__n_50,156.0,1.1538461538461537,0.37936868022215386,1.0,1.0,1.0,1.0,3.0
value_norm__binned_entropy__max_bins_10,156.0,1.9410938998329077,0.10791675373159197,1.658281515872728,1.872554674899943,1.947023739641208,2.028096755089071,2.178157148584128
value_norm__index_mass_quantile__q_0.1,156.0,0.11734615384615389,0.033182322119476436,0.07,0.098,0.114,0.126,0.328
value_norm__index_mass_quantile__q_0.2,156.0,0.2681410256410256,0.05299743739610603,0.148,0.224,0.279,0.3025,0.438
value_norm__index_mass_quantile__q_0.3,156.0,0.38753846153846183,0.03639202050350522,0.246,0.37,0.386,0.4085,0.484
value_norm__index_mass_quantile__q_0.4,156.0,0.45446153846153836,0.025706879866225996,0.376,0.4395,0.452,0.47,0.55
value_norm__index_mass_quantile__q_0.6,156.0,0.5739230769230771,0.03227933293901211,0.472,0.554,0.57,0.587,0.712
value_norm__index_mass_quantile__q_0.7,156.0,0.6826025641025641,0.04695772697240806,0.574,0.644,0.684,0.72,0.792
value_norm__index_mass_quantile__q_0.8,156.0,0.8007051282051281,0.036242768880322726,0.664,0.7855000000000001,0.804,0.824,0.88
value_norm__index_mass_quantile__q_0.9,156.0,0.8970128205128203,0.018985219099379592,0.812,0.886,0.899,0.9085000000000001,0.95
"value_norm__cwt_coefficients__coeff_0__w_2__widths_(2, 5, 10, 20)",156.0,-0.0024264352379287754,0.01186931098286887,-0.0343783852465866,-0.006172534471028725,-0.0025475158195175,-4.5119052177335084e-05,0.0944628990466434
"value_norm__cwt_coefficients__coeff_0__w_5__widths_(2, 5, 10, 20)",156.0,-0.00966029003540696,0.04563796970811311,-0.1346892930497865,-0.024088691743370826,-0.0098035953048803,0.000300991467102325,0.3718289317804948
"value_norm__cwt_coefficients__coeff_0__w_10__widths_(2, 5, 10, 20)",156.0,-0.03048099131453438,0.11673714538241543,-0.4436937455115967,-0.06880444525539317,-0.0304448750841522,-0.003176155691932375,0.9837213931737664
"value_norm__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)",156.0,-0.13312432373238386,0.27672571854366285,-1.4433333169845173,-0.23872295534600518,-0.10997277448598995,-0.02788536895633545,2.0945064032599143
"value_norm__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20)",156.0,-0.48226223611810215,0.12987475027388498,-0.7697259884883698,-0.5616900532095008,-0.4913425232370548,-0.4152560079492097,0.2774146766657015
"value_norm__cwt_coefficients__coeff_1__w_5__widths_(2, 5, 10, 20)",156.0,-0.338660722602732,0.11606695443926968,-0.5659038167550798,-0.4032905706616215,-0.34926732854368964,-0.2874951811591645,0.4955256599342243
"value_norm__cwt_coefficients__coeff_1__w_10__widths_(2, 5, 10, 20)",156.0,-0.26636961499597295,0.15908423384005194,-0.7097002793652969,-0.3288146972915374,-0.2691852076497768,-0.2131609305300768,1.061330478573226
"value_norm__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)",156.0,-0.3036849814393428,0.3044884446167914,-1.6380091326508022,-0.4171053737973134,-0.2874008001017009,-0.1812629176972208,2.103932282890752
"value_norm__cwt_coefficients__coeff_2__w_2__widths_(2, 5, 10, 20)",156.0,-0.6561087381789714,0.17284743825135185,-1.0441862343224533,-0.7633944374197259,-0.6681134301804382,-0.5663075532627693,0.3220260274695981
"value_norm__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)",156.0,-0.6288558923725253,0.18659722739448226,-1.0188665372628318,-0.7419352736590136,-0.6500131751535321,-0.5425894404534282,0.5892848003713175
"value_norm__cwt_coefficients__coeff_2__w_10__widths_(2, 5, 10, 20)",156.0,-0.4950604526186065,0.20741469270836038,-0.964590880620562,-0.5983743975888727,-0.5121819618191277,-0.41306292250136356,1.1245610620204092
"value_norm__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)",156.0,-0.472932299046624,0.3342841124417276,-1.827962645048201,-0.614199003436166,-0.45983966089035544,-0.3239546820019367,2.104023380922857
"value_norm__cwt_coefficients__coeff_3__w_2__widths_(2, 5, 10, 20)",156.0,-0.5193525591601158,0.13581364528531628,-0.825815818776902,-0.6039828019671637,-0.528913478544361,-0.45002466407294167,0.2401737989577499
"value_norm__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20)",156.0,-0.8492446096941395,0.2399527272897342,-1.3670477828579215,-0.9963616320395134,-0.8715629184887108,-0.7304737730878134,0.6429776257913224
"value_norm__cwt_coefficients__coeff_3__w_10__widths_(2, 5, 10, 20)",156.0,-0.7099020466195787,0.25517743818865407,-1.2192440282112829,-0.858447489537578,-0.7363242920986133,-0.5959895564309836,1.1712021094271996
"value_norm__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)",156.0,-0.6396285541607646,0.3651225488814981,-2.0117665544291867,-0.805963528885767,-0.6403776991553631,-0.46826576411645704,2.094483803914082
"value_norm__cwt_coefficients__coeff_4__w_2__widths_(2, 5, 10, 20)",156.0,-0.28317289652521577,0.07372141701111694,-0.4502903614970531,-0.3295160749672149,-0.28828445723596435,-0.24492192958224646,0.1263737593397877
"value_norm__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)",156.0,-0.9816769481703219,0.2706373491252355,-1.5750361273989977,-1.148458555768142,-1.00024152476445,-0.8455678834728685,0.6527804968939596
"value_norm__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20)",156.0,-0.9049197834646836,0.2990541156251412,-1.512784880038974,-1.0807832205951458,-0.9349367687627386,-0.7578036115261423,1.1996154276227815
"value_norm__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)",156.0,-0.8025675247526318,0.3962045119188274,-2.188047826477521,-0.9950046746736738,-0.8104659637061398,-0.6158542296109837,2.0750963193950547
"value_norm__cwt_coefficients__coeff_5__w_2__widths_(2, 5, 10, 20)",156.0,-0.11212199458094627,0.029088935568116696,-0.1788210278152604,-0.13083789456446243,-0.11279968651887284,-0.09733221561680724,0.0480390592034174
"value_norm__cwt_coefficients__coeff_5__w_5__widths_(2, 5, 10, 20)",156.0,-1.0230011185944794,0.27783165233509616,-1.637966767053566,-1.1948236162125327,-1.0395837436552327,-0.882420656220375,0.6214223198832438
"value_norm__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)",156.0,-1.0750921928936537,0.3370422435695019,-1.767198832630881,-1.2819813949859946,-1.1159542829962203,-0.907301717702438,1.2088113036373715
"value_norm__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",156.0,-0.9605892443802789,0.42688323661473376,-2.355504223719975,-1.1733592140698215,-0.9788312584612193,-0.7466880363315195,2.0457261353629974
"value_norm__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)",156.0,-0.032988792886231584,0.008766361835554154,-0.053678211435214,-0.038810494888982576,-0.03302223524622505,-0.028131326063879948,0.012636153577225
"value_norm__cwt_coefficients__coeff_6__w_5__widths_(2, 5, 10, 20)",156.0,-0.9836974327578415,0.26438986438431394,-1.572616981664019,-1.15100311962381,-0.9969701514880087,-0.8495846718353015,0.5569950817150324
"value_norm__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)",156.0,-1.2165632734390037,0.3678600876025303,-1.97674566358069,-1.4437513909673854,-1.2512282856706232,-1.0286577948847315,1.198486865809631
"value_norm__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)",156.0,-1.112593965908121,0.4566307620313483,-2.512919721602461,-1.336156072220974,-1.1359910741735872,-0.872289949667939,2.00632365315275
"value_norm__cwt_coefficients__coeff_7__w_2__widths_(2, 5, 10, 20)",156.0,-0.0073148223719322085,0.002969092632103624,-0.0184221961285886,-0.0088958368636564,-0.00735594359128205,-0.005949702233801775,0.0078089007759849
"value_norm__cwt_coefficients__coeff_7__w_5__widths_(2, 5, 10, 20)",156.0,-0.8837929386141627,0.2356406026702763,-1.410910464030446,-1.033919141624633,-0.8963866285321763,-0.7642220469072231,0.4707867515349104
"value_norm__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)",156.0,-1.3267785775981358,0.3907499728006802,-2.1376987287071927,-1.571857676664072,-1.359528050291377,-1.1258710250684976,1.1690253234646422
"value_norm__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",156.0,-1.2575550915033122,0.4850127237892323,-2.6591785844328357,-1.5033688184739245,-1.2826198997084108,-0.9913317466058225,1.9569260592708664
"value_norm__cwt_coefficients__coeff_8__w_2__widths_(2, 5, 10, 20)",156.0,-0.001294838153346193,0.0022490611410201705,-0.0130691781137607,-0.002296592616690725,-0.0012060583884821,-0.000469782020162125,0.0092925953721988
"value_norm__cwt_coefficients__coeff_8__w_5__widths_(2, 5, 10, 20)",156.0,-0.7475018459104338,0.1979577414715048,-1.1914055863209174,-0.8728117074415536,-0.7579673786917493,-0.6461214149282353,0.3748084923467418
"value_norm__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)",156.0,-1.4045391629816486,0.4053972883980406,-2.2497995829021598,-1.664753512041435,-1.4371386929512266,-1.1940411852578672,1.1214573882594838
"value_norm__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)",156.0,-1.3945308562507213,0.5116707148235294,-2.793277865420572,-1.6602110653372573,-1.427822319520577,-1.1151508803846104,1.897657753853801
"value_norm__cwt_coefficients__coeff_9__w_2__widths_(2, 5, 10, 20)",156.0,-0.0002950842208253685,0.002181207139566212,-0.0135795819697871,-0.000872431480439775,-0.00012104516381355001,0.000560168638882725,0.005832591550889
"value_norm__cwt_coefficients__coeff_9__w_5__widths_(2, 5, 10, 20)",156.0,-0.5981323174336028,0.1574387478919392,-0.9512101032414216,-0.698313040437287,-0.6062468985148031,-0.5184478291093813,0.2796604156549671
"value_norm__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20)",156.0,-1.4499741408778435,0.4118791116710908,-2.3152091901789715,-1.7156109306684713,-1.4817317748430328,-1.2319475634901913,1.0573887092282963
"value_norm__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)",156.0,-1.522674586213992,0.5363102963841366,-2.9143381362631238,-1.806192047811468,-1.569626638275388,-1.2277415047532736,1.8287296176647367
"value_norm__cwt_coefficients__coeff_10__w_2__widths_(2, 5, 10, 20)",156.0,-0.00020110226247037469,0.002136009067721338,-0.0149745226760032,-0.00099135651779725,-2.3559644102014166e-05,0.000809739363567575,0.004993385454451
"value_norm__cwt_coefficients__coeff_10__w_5__widths_(2, 5, 10, 20)",156.0,-0.4544051686717019,0.1189712356403591,-0.7201372995570928,-0.5312800268164244,-0.4584488278156992,-0.392315379150257,0.1931605260139181
"value_norm__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)",156.0,-1.4644387452301773,0.41061479431419207,-2.331279612973243,-1.729353921355377,-1.4947076106219623,-1.2449420209986473,0.978899739589765
"value_norm__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)",156.0,-1.6412433659162593,0.5586928936636983,-3.021612293153757,-1.9406869548726218,-1.6968843137561218,-1.3289128792874347,1.750437127522611
"value_norm__cwt_coefficients__coeff_11__w_2__widths_(2, 5, 10, 20)",156.0,-0.00023619141751517655,0.002125605458441212,-0.0159391354213696,-0.00115160338309215,-5.330506669760926e-05,0.000958634482315225,0.0045065443965409
"value_norm__cwt_coefficients__coeff_11__w_5__widths_(2, 5, 10, 20)",156.0,-0.3286791462538255,0.08581066926621778,-0.5178869608968384,-0.38551599262580116,-0.33028745171163787,-0.2813310033177536,0.1198634885607542
"value_norm__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",156.0,-1.4503500854717288,0.40231047407599746,-2.301963931217074,-1.7074239443120487,-1.4801441115640206,-1.2314995653670548,0.8884261123799311
"value_norm__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)",156.0,-1.7496050112425257,0.5786302492627037,-3.114492307580252,-2.067126199812436,-1.8044782344150003,-1.418667314831979,1.6631573429419604
"value_norm__cwt_coefficients__coeff_12__w_2__widths_(2, 5, 10, 20)",156.0,-0.00028330321991345794,0.0021739191614000963,-0.016161823020935,-0.0012739242105575751,-3.512652705364716e-05,0.000963523248117875,0.0046403598495982
"value_norm__cwt_coefficients__coeff_12__w_5__widths_(2, 5, 10, 20)",156.0,-0.2269458049541627,0.059632578068273226,-0.3540339137192381,-0.26575022458629644,-0.2289271372327538,-0.1911890787249761,0.0613334662916805
"value_norm__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)",156.0,-1.4109765349588206,0.3878969813921816,-2.232561468283845,-1.6626175441602953,-1.4312496351550776,-1.1944080522464644,0.7886284481011389
"value_norm__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)",156.0,-1.8472432487778054,0.5959804833876559,-3.1925138611320127,-2.1857946810780557,-1.9008966066567372,-1.4980059736499634,1.5673448100930547
"value_norm__cwt_coefficients__coeff_13__w_2__widths_(2, 5, 10, 20)",156.0,-0.0003373201386816069,0.002205295614808045,-0.0161027669131694,-0.0014060898319967,-5.3217368584296265e-05,0.000946295966942175,0.0047624445693886
"value_norm__cwt_coefficients__coeff_13__w_5__widths_(2, 5, 10, 20)",156.0,-0.1500434716667175,0.04090185456989011,-0.2438273756922407,-0.17769478845910858,-0.14992037987681678,-0.12401752156755047,0.0168841765401261
"value_norm__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)",156.0,-1.350198853288222,0.36846371503818515,-2.1293352833357577,-1.5911238217130521,-1.362840199522411,-1.1445644450096442,0.6822606787309657
"value_norm__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)",156.0,-1.93376106595988,0.6106451246946055,-3.2615589286957123,-2.291727557572717,-1.9722604152593686,-1.5726280303520848,1.4635264832785235
"value_norm__cwt_coefficients__coeff_14__w_2__widths_(2, 5, 10, 20)",156.0,-0.00036442991448818965,0.0022411017253910893,-0.0164250946812105,-0.00135327644774725,-4.570936125340708e-05,0.0009227826067739,0.0040149525993999
"value_norm__cwt_coefficients__coeff_14__w_5__widths_(2, 5, 10, 20)",156.0,-0.09541103189916071,0.029272080970430835,-0.1965070048411265,-0.1131973894345486,-0.09218728637387365,-0.07720561569651176,-0.0144090669589362
"value_norm__cwt_coefficients__coeff_14__w_10__widths_(2, 5, 10, 20)",156.0,-1.2722615774274615,0.3451922011878875,-1.9991147734608887,-1.4948760444127767,-1.2826499090084753,-1.0800418342815845,0.5720452960320046
"value_norm__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",156.0,-2.008882218246012,0.6225666812356176,-3.3623006600112646,-2.377686546684648,-2.0391181566548013,-1.6324141038450444,1.3522957022032984
value_norm__spkt_welch_density__coeff_2,156.0,16.101179725573356,8.731773764825023,3.6226099976851,10.153435594508602,14.362678828171509,18.914693155178536,65.09024981240233
value_norm__spkt_welch_density__coeff_5,156.0,0.026134811003976566,0.0466584603205082,0.0002371916386503,0.00330920537348795,0.0072395814407138995,0.027832236273429824,0.2826263239511429
value_norm__spkt_welch_density__coeff_8,156.0,0.00034724782964467465,0.0007267632686618007,2.346318201115568e-05,0.00011855007113942501,0.00015972110279725,0.000272629372044225,0.0074334235519018
value_norm__ar_coefficient__coeff_0__k_10,156.0,-1.1625595890180428e-06,5.528477274551928e-06,-1.568721670578083e-05,-3.971729871962313e-06,-1.1075331596159315e-06,1.7358686584256766e-06,3.267587852613142e-05
value_norm__ar_coefficient__coeff_1__k_10,156.0,2.143536548224009,0.11481499640641181,1.8458184913809756,2.056281167067602,2.1637641835073733,2.219656238933818,2.48032163247408
value_norm__ar_coefficient__coeff_2__k_10,156.0,-1.3929364170975285,0.33256114981425944,-2.3465758226334543,-1.5812897002193136,-1.435164668780665,-1.2070578015850617,-0.4509214528037848
value_norm__ar_coefficient__coeff_3__k_10,156.0,0.3418820069820447,0.49287744029516845,-1.2174154720435837,0.0849233945934813,0.35201707182529063,0.6613313221543535,1.543900268556868
value_norm__ar_coefficient__coeff_4__k_10,156.0,0.06422247617526763,0.6153582579557306,-1.4710012591129953,-0.2781891742243036,0.01766965359191805,0.5378482705855845,1.460873942613918
value_norm__ar_coefficient__coeff_5__k_10,156.0,-0.04985819073281581,0.7282999551530379,-1.35804372075442,-0.7528663112261358,0.01609146483841775,0.5750064975262168,1.3755070808026062
value_norm__ar_coefficient__coeff_6__k_10,156.0,-0.2640252524295975,0.7905484173370625,-1.818621068029671,-0.9626883791905767,-0.2473948743996885,0.3929317067772766,1.2073255938460932
value_norm__ar_coefficient__coeff_7__k_10,156.0,0.2554992309167062,0.8882154138041672,-1.879235106936676,-0.37086572767816417,0.3369383934724969,0.9620478518858483,1.9783241724141332
value_norm__ar_coefficient__coeff_8__k_10,156.0,-0.20388445704892638,0.8202803373718628,-1.6696827504508036,-0.8920040335214008,-0.3191778434504844,0.5005250114886977,1.4183995673329264
value_norm__ar_coefficient__coeff_9__k_10,156.0,0.01520561443766844,0.5821789320745108,-1.1517091138784394,-0.5472249470060611,0.13003431062279608,0.5069684450396355,0.9653114173548688
value_norm__ar_coefficient__coeff_10__k_10,156.0,0.09031283110582303,0.19536960413180388,-0.3209034447715471,-0.05559333441386322,0.0676601457763084,0.2355739664052194,0.5119947212920124
"value_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_0.2__ql_0.0",156.0,0.0002810228800647648,0.0014397280725034012,-0.0110529924487158,4.103812372506278e-06,9.405209215917318e-05,0.000597692560089925,0.0040110782119354
"value_norm__change_quantiles__f_agg_""var""__isabs_False__qh_0.2__ql_0.0",156.0,3.5257652818055233e-05,5.4166621887918606e-05,1.213330005377838e-07,6.215828196256377e-06,1.925956115710853e-05,4.551865989524928e-05,0.0005448423846153
"value_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_0.2__ql_0.0",156.0,0.0040856817299838675,0.0024771122375844765,0.0002659174379046,0.0022600045011114747,0.00362858536777885,0.005452872597999825,0.0169226938106422
"value_norm__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.0",156.0,1.4606609954096189e-05,2.6010217094191965e-05,5.3780492743883386e-08,2.8415470230284987e-06,7.118075574465667e-06,1.7081947010942356e-05,0.0002587702629826
"value_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.0",156.0,5.519876122548784e-05,0.0013062612722004891,-0.005512024521819,-0.00045292296789215,0.00010468320194550001,0.0006516155912737,0.0039535812433087
"value_norm__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0",156.0,4.3910068454304425e-05,3.744862667462625e-05,2.512663245952868e-06,2.042310187117774e-05,3.3191361840014394e-05,5.496542274042326e-05,0.0003026177439768
"value_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0",156.0,0.0042251730446564795,0.0016709906681708472,0.0010573462668103,0.00300031734866975,0.0039827012867968,0.0054314751518127,0.0102645765398059
"value_norm__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0",156.0,2.4982097640070873e-05,2.3883906590044333e-05,1.2619161379888258e-06,1.14249449491333e-05,1.980388707319187e-05,2.9949444436786494e-05,0.0001977215298015
"value_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.0",156.0,2.9193264576842937e-05,0.0009587862399303405,-0.0037108346217083,-0.000407581737639875,3.601403321881607e-05,0.00059438223243535,0.0028407167755248
"value_norm__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0",156.0,0.00014654897992268773,5.667076698249546e-05,2.8295240748767506e-05,0.0001047009928488,0.00014226759708845,0.00017746620532799998,0.0002951724657872
