Feature,Mean P Value,P Values,Num_Relevant(10)
value_norm__number_peaks__n_5,0.00010551781500910401,[0.00010551781500910401],1
value_norm__partial_autocorrelation__lag_1,0.00017162758956060388,[0.00017162758956060388],1
value_norm__partial_autocorrelation__lag_8,0.00015308470954895293,"[0.0002790372615662913, 2.713215753161456e-05]",2
value_norm__partial_autocorrelation__lag_9,5.2118057136885214e-05,"[0.00015169518239122103, 1.919881711661107e-06, 2.739107307773502e-06]",3
value_norm__quantile__q_0.2,0.0002628773501912879,"[0.0003236192479332463, 0.0002021354524493296]",2
value_norm__quantile__q_0.3,0.00043961068166911834,"[0.00013037971224430837, 0.0010223819057970916, 0.00016607042696595512]",3
value_norm__quantile__q_0.4,0.0002888403957282027,"[0.00022054259206568644, 0.00035713819939071895]",2
value_norm__quantile__q_0.6,0.00018926637393572017,"[6.806151040681149e-06, 0.0008539379536185877, 1.8430747494920295e-06, 5.4956370749259256e-06, 7.824905319491405e-05]",5
value_norm__quantile__q_0.7,0.0002816329543485195,"[0.0005159383950093313, 0.00032428689683904977, 4.673571197177545e-06]",3
value_norm__quantile__q_0.8,1.478196572657448e-05,"[1.3104259449512505e-05, 1.6459672003636456e-05]",2
value_norm__quantile__q_0.9,0.0003610089177824545,[0.0003610089177824545],1
value_norm__range_count__max_1000000000000.0__min_0,0.00024394935793893734,"[8.494662861261892e-06, 0.0011126590547600363, 2.196138825397206e-06, 3.780262752745098e-06, 9.261667049524615e-05]",5
value_norm__ratio_beyond_r_sigma__r_0.5,0.0006716513784377004,"[0.001192856080003359, 0.00015044667687204205]",2
value_norm__ratio_beyond_r_sigma__r_1.5,3.525370718415106e-05,"[2.982765575321794e-05, 4.067975861508418e-05]",2
value_norm__skewness,0.0006486408380773064,"[0.0014907719894363145, 0.00037093658697004645, 0.0001681346716968595, 0.0005647201042060052]",4
value_norm__sum_of_reoccurring_data_points,0.0002761389503598368,[0.0002761389503598368],1
