Feature,Mean P Value,P Values
"value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""",5.970347208634708e-07,"[1.3468621809036622e-06, 9.607210304994524e-08, 8.087888000286708e-07, 2.8632255078839643e-07, 1.387905854695412e-07, 8.650094832888177e-07, 5.099103012521043e-07, 3.9588229528828267e-07, 4.7072966683702535e-07, 1.051979241728262e-06]"
"value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""",3.831249026886772e-06,"[6.0425485834788725e-06, 9.083316225592028e-07, 6.512183255857902e-06, 2.7717289607230863e-06, 6.574076010514512e-07, 4.973905039614778e-06, 5.692807796143486e-06, 1.9133441329812703e-06, 3.5720566585216683e-06, 5.268176617935997e-06]"
"value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var""",2.965626716110315e-09,"[2.5259972825378732e-08, 2.53042739050984e-10, 2.4334564313196207e-12, 1.3630481947557148e-11, 4.625873814137438e-11, 4.945122056558915e-13, 2.2475229406118615e-13, 1.916567160109803e-09, 1.44265700590075e-12, 2.1621998385377663e-09]"
"value__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""max""",0.00028446694477031893,"[7.71010734566204e-05, 0.00012850409483793906, 0.0007957025672152143, 0.0007115471317940087, 0.00035146399337462983, 0.0001931045799597562, 0.0003044656003792222, 2.6446269804958086e-05, 0.00023642905360304566, 1.9905083277795162e-05]"
"value__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""max""",0.00033472248071650276,"[2.890830148760832e-05, 0.0008850091137186015, 0.0001481252373172988, 0.00015169518239122103, 0.00012614861775952116, 0.00011868765861731619, 0.0013062381273217225, 7.5286112854289735e-06, 0.00038356366227649494, 0.0001913202949898143]"
"value__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max""",0.0004641665428827173,"[8.606470607360248e-05, 0.00018460193991856014, 0.0011452981120628975, 0.0011176828846182448, 0.0007213383636163163, 0.00036563149511139676, 0.0006964061601441788, 3.909405383475532e-05, 0.00026258736911130744, 2.2960344335913316e-05]"
"value__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""mean""",0.0007145936982450913,"[0.00012358417047486208, 0.0004267503503464916, 0.0017224571990228576, 0.0014978612539495084, 0.000946659524147903, 0.0005576617067750597, 0.0013062381273217225, 6.580363532276896e-05, 0.0004542791137371575, 4.464190135258176e-05]"
"value__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""max""",7.731340185188829e-09,"[4.381860227077722e-08, 2.450683822878018e-09, 4.623655667022996e-09, 2.8745151996652076e-09, 1.4831694623901663e-09, 2.7114361504997258e-09, 1.5724309999656023e-09, 7.230326506514284e-09, 3.306994621015374e-09, 7.241587151159708e-09]"
"value__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""mean""",1.3363221231704077e-08,"[4.838709664550767e-08, 1.1742965267336494e-08, 1.0244099416481414e-08, 7.513986567486339e-09, 3.933558385989674e-09, 5.080735091372872e-09, 8.24555115492302e-09, 1.4815571198869612e-08, 5.988954617375991e-09, 1.767969397169769e-08]"
"value__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""min""",2.8800919864026977e-08,"[7.532406130345273e-08, 4.757520245884423e-08, 1.946834033419428e-08, 1.9160098971702488e-08, 1.2393505999705596e-08, 9.421133880923384e-09, 2.557098195583112e-08, 2.856598918477625e-08, 1.0191924198302636e-08, 4.0337960352537066e-08]"
"value__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""max""",7.886956705696596e-10,"[2.4131097039204226e-09, 9.48268445558949e-10, 1.7866627875805657e-10, 9.406691081734035e-11, 2.8640500121580635e-10, 3.9814296709613614e-11, 5.8207073895096763e-11, 3.368263702400619e-10, 1.7558196216625155e-10, 3.3560106624149963e-09]"
"value__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""mean""",6.068831656512484e-09,"[3.089450996968183e-08, 4.7247127207186835e-09, 5.081863147154154e-09, 3.025498924421026e-09, 8.337567466978975e-10, 1.2595194813399328e-10, 2.348761324084898e-10, 2.8543101927201463e-09, 1.2964190128281037e-09, 1.1616417770360514e-08]"
"value__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""min""",3.669535465188758e-05,"[1.1106154236716676e-07, 0.00034752803732594, 5.214400727023116e-08, 1.910705205634777e-06, 6.154229376839515e-06, 1.6849181808371867e-07, 5.235390136019485e-06, 2.532096489770388e-06, 6.477958851271218e-08, 3.1966110284378307e-06]"
"value__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""max""",1.764212165030611e-08,"[7.532406130345273e-08, 8.094078514650252e-09, 1.3508568590625716e-08, 1.233601483549571e-08, 5.599376347762082e-09, 8.505952001276856e-09, 1.24967964482361e-08, 1.4130024049648112e-08, 7.030383049698045e-09, 1.939596136221549e-08]"
"value__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""mean""",2.0978842295256946e-08,"[7.532406130345273e-08, 1.3757017883906261e-08, 1.5499754907142684e-08, 1.8250302455020006e-08, 9.686830607073599e-09, 1.097581392264098e-08, 1.8848320036948266e-08, 1.8757622541604206e-08, 7.4151580404246255e-09, 2.12735412543561e-08]"
"value__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""min""",3.3430542604491405e-08,"[1.0083280472189033e-07, 3.00347663023142e-08, 2.0372836744807324e-08, 2.9594110580406618e-08, 1.8317659606493073e-08, 1.644134544976791e-08, 4.2258135776682044e-08, 2.9923116685480094e-08, 1.1324785112506286e-08, 3.5205865064566196e-08]"
"value__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max""",6.546947459146465e-08,"[1.553830030971322e-07, 2.3182691220716893e-07, 5.127970537264005e-11, 1.807705332977588e-09, 9.613494569303414e-08, 1.5337611113386365e-14, 5.5456961208495813e-14, 4.1336159607439356e-08, 5.530327985212672e-14, 1.2815461417366955e-07]"
"value__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean""",5.3640988902984145e-08,"[9.151864520166704e-08, 2.3182691220716893e-07, 3.539862242662751e-11, 1.807705332977588e-09, 7.987879875981034e-08, 2.0078273636228036e-14, 7.762239713220918e-14, 3.2827544882453385e-08, 7.268743425411731e-14, 9.851471363523247e-08]"
"value__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""min""",2.7820942579620708e-08,"[3.590249517516815e-08, 1.292262149668308e-07, 1.7646079167815385e-11, 1.3227886650850676e-09, 4.552383574112442e-08, 1.8772930656467624e-14, 8.874968466677407e-14, 1.7895410065807046e-08, 7.268743425411731e-14, 4.8320854892974214e-08]"
"value__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""",5.143707297498642e-09,"[7.7527136151743e-09, 1.610504304553781e-08, 5.021847369007671e-12, 2.594239932172036e-09, 6.189955333940839e-09, 3.664705997316682e-14, 1.4149769659793113e-13, 1.6284925332953255e-08, 1.4316325355163817e-13, 2.5048525598290515e-09]"
"value__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""max""",1.5463953317737509e-06,"[7.1318171808176054e-06, 1.1418299710201674e-06, 1.8602883880824033e-08, 1.9160098971702488e-08, 9.271544669057373e-07, 4.945122056558915e-13, 4.845192392084873e-14, 2.634836713624316e-06, 1.9910101418830294e-12, 3.5905494685428876e-06]"
"value__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""mean""",1.6255434574548836e-08,"[4.1694044656956627e-08, 7.487929888640023e-08, 1.4214379664236935e-11, 1.1112044401472363e-10, 7.943959159708231e-09, 4.1855997912725395e-14, 4.231876923150447e-14, 1.1139025604680126e-08, 1.4316325355163817e-13, 2.6772455276043497e-08]"
"value__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""min""",6.217604336199887e-07,"[1.1115582044768787e-10, 2.8097950079440886e-07, 1.0666092216099246e-10, 1.3610612278847024e-08, 5.463342548542669e-06, 1.849759592061959e-07, 1.822680427457405e-07, 5.692323787649307e-08, 3.034698310536141e-08, 4.939634907562102e-09]"
"value__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var""",1.0564809206968707e-06,"[6.83046225285361e-08, 1.0909331899118342e-06, 1.7866627875805657e-10, 1.3610612278847024e-08, 9.112810980285439e-06, 2.4460948742189693e-13, 4.925066813315455e-13, 2.2610293685573195e-07, 6.60523230682857e-13, 5.2866801190161285e-08]"
"value__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""",5.471413971566915e-08,"[9.151864520166704e-08, 2.432723723202182e-07, 3.356503992601232e-11, 1.3227886650850676e-09, 6.629915055974436e-08, 2.0078273636228036e-14, 1.0144103522083015e-13, 2.7268663931079122e-08, 7.781275059776594e-14, 1.1742601210691222e-07]"
"value__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""",5.1316252100764596e-08,"[8.303991256290864e-08, 2.3182691220716893e-07, 3.356503992601232e-11, 1.3937069037321121e-09, 6.327075619400126e-08, 2.0078273636228036e-14, 1.0843943839161944e-13, 2.6028587485232553e-08, 8.329288871199107e-14, 1.0756886880407575e-07]"
"value__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""",4.6001846437596624e-08,"[6.503682681702872e-08, 2.3182691220716893e-07, 2.4363546258768513e-11, 1.2553925813545739e-09, 5.496806558625903e-08, 2.0078273636228036e-14, 1.2388957414688414e-13, 2.0604708280622354e-08, 8.329288871199107e-14, 8.630196809653735e-08]"
"value__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""",6.0643915832994985e-09,"[1.1153455306373809e-08, 1.5282122714715016e-08, 4.495175990464198e-12, 2.3406478637689026e-09, 6.189955333940839e-09, 3.91664644788849e-14, 1.726124579627241e-13, 2.262787115240957e-08, 1.751761982250853e-13, 3.044981330675721e-09]"
value__benford_correlation,5.168958652441314e-08,"[2.2705076593065641e-07, 2.0052661149345323e-07, 2.188508089925512e-11, 5.685197018032699e-11, 4.552383574112442e-08, 1.431918010543921e-09, 1.3204145053589156e-10, 2.856598918477625e-08, 4.8310146756084795e-09, 8.754951706353228e-09]"
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0",2.102550506814274e-07,"[2.786250877955529e-10, 1.8758192382108445e-06, 8.243042082977126e-12, 1.0125378299108507e-08, 1.6649043134879507e-07, 1.96798770309639e-12, 1.9776404359755492e-10, 2.1593299778035655e-08, 8.543774130731194e-12, 2.8027015242180208e-08]"
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2",1.0513912030856026e-07,"[1.6518561652551748e-09, 7.21166747633337e-07, 1.640440321952679e-12, 2.2230754470604457e-09, 1.7420982918731187e-07, 1.849656075461241e-12, 2.684384597908293e-11, 1.1689440189836338e-07, 9.093747332150783e-12, 3.5205865064566196e-08]"
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4",4.899081972116148e-08,"[1.9440788388550745e-09, 4.1120368522474315e-07, 2.0558099934533153e-12, 8.688909883794537e-10, 2.448387638735293e-08, 1.1232950044754349e-12, 1.3991745215741867e-10, 3.438051886558394e-08, 6.247000374814706e-12, 1.6877803349170146e-08]"
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0",1.970106568888607e-09,"[7.241623460268251e-10, 1.2380198710256e-08, 1.464843618704137e-12, 1.3118407076699406e-10, 4.578120118780307e-09, 4.7791280316425015e-14, 2.2475229406118615e-13, 3.548764363702623e-10, 1.2509248977554281e-13, 1.530661527002827e-09]"
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2",2.6505657935330935e-09,"[4.581634998289824e-09, 6.892719560182825e-09, 1.2354924733996588e-12, 5.685197018032699e-11, 8.348678680568925e-09, 6.225121581159523e-14, 7.762239713220918e-14, 1.916567160109803e-09, 1.6379281330013044e-13, 4.707666407099586e-09]"
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4",2.0002747231703613e-09,"[9.064531734473502e-09, 2.450683822878018e-09, 1.943196913827133e-12, 1.3630481947557148e-11, 9.76382351738673e-10, 9.233999271645742e-14, 1.15911792459418e-13, 1.2183909071282643e-09, 2.290095347607997e-13, 6.2767474753038324e-09]"
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0",1.9968526581525356e-09,"[5.6596124923291816e-09, 9.00561801424579e-09, 4.495175990464198e-12, 3.048980504049797e-11, 7.908963779538507e-10, 1.4336256918615436e-14, 5.183823026885827e-14, 5.96002697564435e-10, 3.661506970802233e-14, 3.881309228844244e-09]"
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2",5.3427991165830885e-09,"[3.590249517516815e-08, 4.7247127207186835e-09, 5.021847369007671e-12, 1.5304556400351582e-11, 1.1427003747796222e-09, 2.2962502816294797e-14, 2.292907099709743e-14, 2.0148558799079076e-09, 5.530327985212672e-14, 9.622799416633509e-09]"
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4",4.598264719541798e-09,"[3.7740451016479893e-08, 2.0760669081244436e-09, 7.386590233551894e-12, 6.3763073459850665e-12, 1.6614140582886316e-10, 3.664705997316682e-14, 4.231876923150447e-14, 1.0464156784044267e-09, 9.541560950843312e-14, 4.939634907562102e-09]"
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6",0.00015676497662178406,"[0.0013068174557167814, 4.521916911520837e-08, 3.5965669782941077e-05, 8.688909883794537e-10, 2.6115156063617836e-07, 4.424428328117959e-08, 6.786945451091549e-14, 3.335923595096827e-07, 1.2940080997328972e-07, 0.00022405216357674484]"
"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0",5.506944503188721e-10,"[4.610965082054696e-12, 4.475145727176738e-09, 3.656236617116222e-14, 7.116095025109336e-11, 8.337567466978975e-10, 7.584244749105812e-14, 1.6675965568896325e-12, 1.1087741638854796e-10, 2.990088304232555e-13, 9.313687391414669e-12]"
"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.2",7.338271615913335e-10,"[1.571160649612687e-11, 5.5574279396316174e-09, 3.656236617116222e-14, 6.361413813685053e-11, 1.4079870279184114e-09, 6.649177038218554e-14, 1.0674310466762108e-12, 2.5919740849174057e-10, 2.290095347607997e-13, 3.293400052059717e-11]"
"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.4",9.062937829400388e-10,"[6.197663645283875e-11, 7.272502829656428e-09, 4.943776902924406e-14, 5.0794576439452714e-11, 1.0844045739860973e-09, 8.099099349093882e-14, 4.558773604384236e-12, 5.10494200014079e-10, 3.1956264611069306e-13, 7.77562478384758e-11]"
"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0",8.296920267032012e-11,"[1.401177325532229e-10, 3.1936262772829383e-10, 6.28642641033655e-14, 1.6215503822102973e-11, 1.4091109737294672e-10, 6.649177038218554e-14, 1.5120175926111848e-13, 1.8887560317784215e-10, 1.6379281330013044e-13, 2.376511144174582e-11]"
"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2",1.4756256000631845e-10,"[5.182197961945007e-10, 3.1936262772829383e-10, 1.2850133910469477e-13, 1.5304556400351582e-11, 1.8536046889293845e-10, 7.584244749105812e-14, 1.0843943839161944e-13, 3.548764363702623e-10, 1.873359361538098e-13, 8.200159531569641e-11]"
"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.4",2.4652683744648834e-10,"[1.4813141563942414e-09, 2.3869049027116174e-10, 2.926611672479748e-13, 1.1450423743255157e-11, 9.571739446377722e-11, 8.648269699348441e-14, 1.3240630797378134e-13, 4.1487991262737267e-10, 2.141954925536707e-13, 2.2249025130030652e-10]"
"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.6",5.515255827308586e-05,"[0.0005213777259401985, 6.532252451672039e-09, 1.1589160966811314e-06, 4.1073688222257716e-09, 8.154159075513804e-07, 2.3326196007748154e-08, 2.28817643267477e-12, 2.532096489770388e-06, 6.80960987973785e-08, 2.5539364092401587e-05]"
"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0",2.1774781744818972e-10,"[1.0663133001332282e-09, 4.784809273976624e-10, 3.1024168782296275e-13, 1.1450423743255157e-11, 7.246491423793992e-11, 3.20769429338566e-14, 5.932376881125656e-14, 3.938540568968164e-10, 7.781275059776594e-14, 1.5443509692282942e-10]"
"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2",3.824037000500031e-10,"[2.4131097039204226e-09, 4.5173642028400286e-10, 5.230343772357855e-13, 1.0802681589371467e-11, 9.054781454486577e-11, 4.1855997912725395e-14, 4.5283360404766075e-14, 5.375736054917e-10, 1.021112938419961e-13, 3.195544896402727e-10]"
"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4",8.143850225051844e-10,"[6.287432411839741e-09, 4.264529417581777e-10, 1.464843618704137e-12, 8.065491849913057e-12, 5.476688845858993e-11, 5.4552171343935314e-14, 4.845192392084873e-14, 5.660529710618063e-10, 1.3382847490234278e-13, 7.993778438947447e-10]"
"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6",5.025365660258046e-05,"[0.00047244773156660897, 8.538029317510277e-09, 2.7358565482497115e-06, 1.1304932560728278e-09, 2.6115156063617836e-07, 1.7287529244471762e-08, 5.60701840441897e-13, 5.558218788529536e-07, 5.040926240674428e-08, 2.6458638596530155e-05]"
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0",2.7221927698672652e-11,"[4.700934128106267e-13, 1.8882311779392165e-10, 6.1671675022856724e-15, 1.1450423743255157e-11, 6.127051920848295e-11, 2.1472803535843037e-14, 3.3316226361281143e-13, 9.314077773417215e-12, 8.329288871199107e-14, 4.4694993147599776e-13]"
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2",1.4924356594454723e-11,"[1.1857464817090798e-13, 9.276908037357178e-11, 2.1215718809476743e-15, 6.762849732823275e-12, 4.625873814137438e-11, 1.339929388746567e-14, 2.2475229406118615e-13, 2.9702978747466254e-12, 4.5015247441789387e-14, 7.873676658886777e-14]"
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4",7.955465342341623e-08,"[2.044762701429383e-12, 1.0270981210526883e-11, 1.2008275737444092e-09, 2.0913106934073992e-07, 5.772370012654227e-07, 3.594998515671545e-13, 5.25519277369221e-13, 7.962728681568404e-09, 8.038385950835514e-13, 9.027710510205803e-13]"
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0",2.005647572387377e-10,"[1.1901548974466694e-09, 8.738923472822116e-11, 1.2110925239004114e-13, 1.1450423743255157e-11, 1.1301872739881118e-10, 7.703865973447243e-13, 3.5565713647958596e-13, 5.375736054917e-10, 1.9910101418830294e-12, 6.282252045062302e-11]"
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2",6.541514115759387e-11,"[2.632229167960826e-10, 2.941288762397275e-11, 1.1413547074469043e-13, 2.5687783739611612e-11, 8.10144713115676e-11, 1.96798770309639e-12, 2.28817643267477e-12, 2.3330521037557516e-10, 5.508596957324949e-12, 1.1629245165288025e-11]"
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4",5.486814438793052e-07,"[3.211369321086683e-06, 1.4500105237026083e-08, 1.2901849832341206e-08, 1.3895078409090826e-07, 1.3019173873408537e-06, 5.6355793402262935e-09, 3.3534703981161563e-09, 7.771992528741846e-07, 3.306994621015374e-09, 1.767969397169769e-08]"
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6",9.063236668926252e-08,"[2.7396891994367894e-07, 4.757520245884423e-08, 5.5841353960499155e-09, 8.241665058230087e-10, 6.189955333940839e-09, 8.289841524505717e-08, 3.6375277083074866e-08, 3.134270950967886e-08, 9.173099429688324e-08, 3.2983389111959413e-07]"
"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0",2.728369541640511e-10,"[1.4813141563942414e-09, 1.8882311779392165e-10, 1.2850133910469477e-13, 1.3630481947557148e-11, 2.0674594387367928e-10, 1.0550569836740785e-12, 5.25519277369221e-13, 7.320369439979065e-10, 2.742386777653639e-12, 1.0136743325540373e-10]"
"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2",6.982970319429084e-11,"[1.0488413114402333e-10, 8.738923472822116e-11, 2.249175960054146e-14, 2.5687783739611612e-11, 1.7549405982883717e-10, 1.849656075461241e-12, 1.892996894692178e-12, 2.878888472487786e-10, 4.8559447281128954e-12, 8.331885795569772e-12]"
"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4",1.4246607959940903e-10,"[4.379351476206556e-10, 4.787468217497255e-11, 1.3782378037093013e-14, 4.287458833687348e-11, 1.4091109737294672e-10, 2.491245346979384e-11, 1.7600863731780703e-11, 5.96002697564435e-10, 9.744021449985485e-11, 1.909526884474037e-11]"
"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6",5.783543358108308e-06,"[5.318196318109011e-05, 1.1092567930011031e-10, 7.407466422755432e-08, 2.1112634042126785e-09, 8.367358528142215e-08, 6.213709955616742e-08, 9.872027170920763e-11, 1.4412938096345403e-06, 2.545726599031941e-07, 2.735397672034879e-06]"
value__cid_ce__normalize_False,7.352694198819583e-11,"[6.479277809760555e-10, 1.5884284094291823e-11, 4.149351929593951e-13, 3.077431780744817e-13, 9.843980464041267e-12, 8.205137213627165e-13, 2.2475229406118615e-13, 7.016305578479756e-12, 2.1230143281515023e-12, 5.070611005448069e-11]"
"value__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)",2.5362164823724087e-07,"[1.7706796721332707e-08, 1.4325413278992692e-06, 5.081863147154154e-09, 4.4590543425732147e-07, 3.76611001051394e-08, 2.2140794024166877e-11, 6.685600457554708e-09, 3.9588229528828267e-07, 5.379756367927767e-09, 1.8935016733440285e-07]"
"value__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)",5.772678940489285e-10,"[1.5643218022461492e-09, 2.3190300538287217e-09, 1.1025739290618343e-12, 5.3739848548203575e-11, 1.1943837482399272e-10, 1.738312112963646e-12, 2.380322407788819e-11, 9.451689818323907e-10, 1.2343662854695075e-10, 6.208991405429619e-10]"
"value__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)",1.195801435446483e-09,"[1.2481834267101817e-10, 9.498063211006136e-09, 3.044453608075445e-12, 3.904507736787598e-10, 6.127051920848295e-11, 6.649177038218554e-14, 3.6206605611595956e-11, 1.4178078999907189e-09, 1.3200309655317055e-11, 4.1308574726434177e-10]"
"value__cwt_coefficients__coeff_10__w_5__widths_(2, 5, 10, 20)",4.105324383309565e-09,"[6.626245708112776e-09, 1.610504304553781e-08, 1.7358234231708247e-12, 6.728413865193939e-11, 7.190951628332891e-09, 8.527670480698404e-12, 2.110058027839704e-11, 6.5636027491535e-09, 3.9517745759929504e-10, 4.073575031525164e-09]"
"value__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",3.8944623674890436e-10,"[9.550693992856523e-10, 1.6622577017791473e-09, 9.837166810844882e-13, 5.0794576439452714e-11, 8.10144713115676e-11, 1.1232950044754349e-12, 2.110058027839704e-11, 6.27496621672647e-10, 8.153625777227831e-11, 4.1308574726434177e-10]"
"value__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)",1.0006003940842728e-09,"[9.895881303568565e-11, 8.094078514650252e-09, 2.7221940853643142e-12, 3.1462145951190976e-10, 5.177337935016379e-11, 5.106182130555076e-14, 3.410871806468941e-11, 1.0464156784044267e-09, 9.093747332150783e-12, 3.541803745867781e-10]"
"value__cwt_coefficients__coeff_11__w_5__widths_(2, 5, 10, 20)",3.1095976771283653e-09,"[4.581634998289824e-09, 1.5282122714715016e-08, 3.044453608075445e-12, 7.958107562127629e-11, 4.814984595955049e-09, 6.698354013763022e-12, 1.9864335401569564e-11, 2.999145812890993e-09, 2.6391910011236636e-10, 3.044981330675721e-09]"
