Feature,Mean P Value,P Values
"value__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)",2.426401490135865e-10,"[5.48045221392948e-10, 1.0615981647878833e-09, 9.290983846059162e-13, 3.616699369930655e-11, 3.904816294252863e-11, 6.789830239852213e-13, 1.8699094106318488e-11, 3.938540568968164e-10, 5.365202460498294e-11, 2.7372969029648936e-10]"
"value__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)",8.528879611723382e-10,"[6.969987206699454e-11, 7.272502829656428e-09, 2.1748175034511336e-12, 2.2710276976796432e-10, 3.1121321956653434e-11, 4.1855997912725395e-14, 3.0263647618045914e-11, 6.27496621672647e-10, 8.543774130731194e-12, 2.599321013525548e-10]"
"value__cwt_coefficients__coeff_12__w_5__widths_(2, 5, 10, 20)",1.4151912751988227e-09,"[8.551726144381571e-10, 6.190146838601883e-09, 1.143897603945222e-11, 9.944567676934838e-11, 4.352609725513472e-09, 6.698354013763022e-12, 1.6565871103958436e-11, 5.96002697564435e-10, 6.422290603302703e-11, 1.9596090919107317e-09]"
"value__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)",1.4825642492002193e-10,"[2.348724545498208e-10, 8.000731708637671e-10, 6.586562408433463e-13, 3.048980504049797e-11, 2.0866896559447884e-11, 4.084939351067639e-13, 1.5590550760411642e-11, 2.213244094407591e-10, 3.3098454318245824e-11, 1.2518135749131892e-10]"
"value__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)",8.360950898692758e-10,"[1.0488413114402333e-10, 6.892719560182825e-09, 2.4334564313196207e-12, 2.2710276976796432e-10, 3.2941130919303515e-11, 3.91664644788849e-14, 2.5278821017274307e-11, 7.320369439979065e-10, 7.0821537261860306e-12, 3.364327650414763e-10]"
"value__cwt_coefficients__coeff_13__w_2__widths_(2, 5, 10, 20)",0.0004234222430221715,"[6.298883882564578e-06, 0.0007522520456900888, 0.00014350542975179805, 0.0001622832504400932, 0.0013101948358343453, 9.915094680445068e-06, 0.00048664530705151183, 0.00010920639215960633, 5.672395742491191e-07, 0.0012533539511570128]"
"value__cwt_coefficients__coeff_13__w_5__widths_(2, 5, 10, 20)",2.7929740238964966e-09,"[2.632229167960826e-10, 4.987802593892377e-09, 1.0666092216099246e-10, 4.347859494160133e-10, 2.018329574213318e-08, 1.2222780848531593e-11, 3.410871806468941e-11, 4.370000611410123e-10, 1.4042294847460424e-11, 1.4565982596646316e-09]"
"value__cwt_coefficients__coeff_14__w_10__widths_(2, 5, 10, 20)",1.020763082072763e-10,"[1.0488413114402333e-10, 6.371553479691778e-10, 5.8701228800113e-13, 2.879886286213513e-11, 1.3160242471764354e-11, 1.8895236001473433e-13, 1.7600863731780703e-11, 1.1697754073151066e-10, 1.493681140521674e-11, 8.64733171091384e-11]"
"value__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",8.217206204678303e-10,"[1.4844006360381788e-10, 6.532252451672039e-09, 2.7221940853643142e-12, 2.2710276976796432e-10, 3.2941130919303515e-11, 3.664705997316682e-14, 2.110058027839704e-11, 8.534985736171951e-10, 6.651744045456719e-12, 3.9246004962879285e-10]"
"value__cwt_coefficients__coeff_14__w_5__widths_(2, 5, 10, 20)",2.2612394260816682e-08,"[4.379351476206556e-10, 1.7881969537964423e-08, 8.121626581970598e-09, 1.3610612278847024e-08, 1.7420982918731187e-07, 7.973741373509251e-11, 6.497479699200283e-10, 3.151128105168886e-09, 1.7968523433031352e-11, 7.963387862195237e-09]"
"value__cwt_coefficients__coeff_1__w_10__widths_(2, 5, 10, 20)",1.6594191253795025e-06,"[6.285837201099388e-07, 5.3615605698409666e-06, 5.5841353960499155e-09, 6.055487828538466e-07, 2.148806959112428e-06, 6.579904979422898e-09, 1.3159004493417375e-08, 6.22003429768138e-06, 5.941977550354559e-07, 1.0101361242921184e-06]"
"value__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)",4.645605432881295e-08,"[5.965493595850648e-09, 2.5526282168310427e-07, 1.0364099664466546e-09, 5.755840973318241e-08, 6.840950875764013e-09, 5.584540545119783e-12, 1.0707465777708954e-09, 9.351917708339723e-08, 1.0963688646233768e-09, 4.2204580367444955e-08]"
"value__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20)",1.4789093303009093e-07,"[1.1279608022481965e-06, 1.4500105237026083e-08, 1.500539401129831e-11, 6.361413813685053e-11, 1.6454537912886044e-09, 1.6721026651226201e-10, 8.783210572966451e-11, 1.8175911410761773e-07, 6.665053149464407e-09, 1.4604513986292594e-07]"
"value__cwt_coefficients__coeff_1__w_5__widths_(2, 5, 10, 20)",8.366348380743e-07,"[4.143574429154804e-06, 2.3182691220716893e-07, 6.670045456160437e-11, 3.184193889530094e-09, 1.1557326837651331e-07, 1.2186693101801222e-09, 5.493345580893301e-10, 3.211493706350338e-06, 4.1186868645584797e-08, 6.176742977962296e-07]"
"value__cwt_coefficients__coeff_2__w_10__widths_(2, 5, 10, 20)",8.269521910066972e-08,"[8.717953303243845e-08, 2.209025574194036e-07, 1.8806244400031328e-10, 1.5765512264275256e-08, 8.367358528142215e-08, 7.483064599447105e-10, 9.587566811737436e-10, 3.061080378444072e-07, 3.915040288280138e-08, 7.227743669683031e-08]"
"value__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)",1.5607542612925855e-08,"[1.8414762159540785e-09, 9.607210304994524e-08, 3.2917443589317155e-10, 1.4295004659146458e-08, 2.130600311264408e-09, 1.96798770309639e-12, 4.1463241724041833e-10, 2.7268663931079122e-08, 3.5226595978366033e-10, 1.3369537161248919e-08]"
"value__cwt_coefficients__coeff_2__w_2__widths_(2, 5, 10, 20)",1.326493494941007e-07,"[1.0317744852386754e-06, 1.3050979969214734e-08, 1.7646079167815385e-11, 5.685197018032699e-11, 1.562259305264198e-09, 1.2595194813399328e-10, 7.36674570543792e-11, 1.2220499485766705e-07, 5.0982069820696155e-09, 1.5252845113357916e-07]"
"value__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)",1.1240223289792358e-07,"[6.006239814095024e-07, 4.297642102882005e-08, 1.2752933385755368e-11, 4.587596082431536e-10, 1.1799159964647591e-08, 1.5802098782902688e-10, 1.0464856118071266e-10, 3.793326017907415e-07, 5.988954617375991e-09, 8.256702807750955e-08]"
"value__cwt_coefficients__coeff_3__w_10__widths_(2, 5, 10, 20)",1.6211291287764947e-08,"[2.1702185199139875e-08, 4.297642102882005e-08, 2.3091782784825436e-11, 2.2230754470604457e-09, 1.3016900233537268e-08, 9.470080615659566e-11, 2.486966781052488e-10, 5.957028198494725e-08, 5.379756367927767e-09, 1.6877803349170146e-08]"
"value__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)",6.176661755015834e-09,"[6.479277809760555e-10, 3.8809922337558534e-08, 9.126045733007932e-11, 5.289089137967227e-09, 7.908963779538507e-10, 9.908916400291792e-13, 1.6640192640590482e-10, 1.1139025604680126e-08, 1.2343662854695075e-10, 4.707666407099586e-09]"
"value__cwt_coefficients__coeff_3__w_2__widths_(2, 5, 10, 20)",1.2059231591230412e-07,"[9.435083725342492e-07, 1.3757017883906261e-08, 1.8623556223080133e-11, 5.3739848548203575e-11, 1.7329597999662243e-09, 1.1239826177443234e-10, 6.549254758286085e-11, 1.0226835336543357e-07, 4.577467675059665e-09, 1.3982873365029767e-07]"
"value__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20)",7.203385515084143e-08,"[4.564124731373578e-07, 2.443162142206772e-08, 1.207846545067242e-11, 2.1504196013296172e-10, 6.840950875764013e-09, 1.4109878606028859e-10, 7.812102970071574e-11, 1.739606082737912e-07, 5.379756367927767e-09, 5.2866801190161285e-08]"
"value__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20)",6.12876825903574e-09,"[1.0591134765890619e-08, 1.8840421273985284e-08, 8.243042082977126e-12, 7.030469725170457e-10, 5.063757346308129e-09, 3.7557562574453715e-11, 1.1092440659945524e-10, 1.7071734510809552e-08, 1.6192755584301724e-09, 7.241587151159708e-09]"
"value__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)",3.7291006667545504e-09,"[4.379351476206556e-10, 2.5728929806028197e-08, 3.182450919501825e-11, 2.2230754470604457e-09, 3.554237334925153e-10, 4.3539282891287165e-13, 1.1092440659945524e-10, 5.956827720890297e-09, 6.049081832465644e-11, 2.3851396855053458e-09]"
"value__cwt_coefficients__coeff_4__w_2__widths_(2, 5, 10, 20)",1.0002630397007572e-07,"[7.534945842182348e-07, 1.7881969537964423e-08, 1.6718894549475714e-11, 5.3739848548203575e-11, 3.0503857518418133e-09, 1.2595194813399328e-10, 6.549254758286085e-11, 9.77991019383045e-08, 5.0982069820696155e-09, 1.2267688803352765e-07]"
"value__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)",4.974634589807208e-08,"[3.151688836415037e-07, 2.202472679921005e-08, 1.143897603945222e-11, 1.4648367961471512e-10, 5.887466518064548e-09, 9.470080615659566e-11, 4.87420127388148e-11, 1.0226835336543357e-07, 3.491808288985175e-09, 4.8320854892974214e-08]"
"value__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)",3.996597613726351e-09,"[6.626245708112776e-09, 1.3050979969214734e-08, 5.021847369007671e-12, 4.347859494160133e-10, 2.8985403448234416e-09, 2.087054923921476e-11, 7.812102970071574e-11, 1.1139025604680126e-08, 1.226073517801207e-09, 4.486311616906274e-09]"
"value__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",2.164976437165463e-09,"[2.949061880996195e-10, 1.5282122714715016e-08, 1.4214379664236935e-11, 1.1913482434969807e-09, 2.0674594387367928e-10, 2.2934583616138685e-13, 6.174479699396708e-11, 3.310599195302904e-09, 3.3098454318245824e-11, 1.2547551093538214e-09]"
"value__cwt_coefficients__coeff_5__w_2__widths_(2, 5, 10, 20)",8.085541125129083e-08,"[5.237527720475999e-07, 3.00347663023142e-08, 1.9653990094396405e-11, 1.174499958397496e-10, 1.7448753771789694e-08, 1.49325812216791e-10, 5.171628440590578e-11, 1.5932248124388953e-07, 5.379756367927767e-09, 7.227743669683031e-08]"
"value__cwt_coefficients__coeff_5__w_5__widths_(2, 5, 10, 20)",4.288536332428967e-08,"[2.7396891994367894e-07, 1.7881969537964423e-08, 6.9917005101414064e-12, 1.174499958397496e-10, 5.599376347762082e-09, 7.107372817650163e-11, 4.078808823525981e-11, 9.77991019383045e-08, 2.658435047699383e-09, 3.070952691472567e-08]"
"value__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)",2.38985550958571e-09,"[5.09294619934976e-09, 7.272502829656428e-09, 3.5991294848347125e-12, 2.0360761316053913e-10, 1.562259305264198e-09, 1.2975238887422423e-11, 5.171628440590578e-11, 5.6742641751995245e-09, 8.278691579546113e-10, 3.1968151624938764e-09]"
"value__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)",2.102891239155891e-09,"[2.0951206562575294e-10, 1.5282122714715016e-08, 1.0257914620739765e-11, 1.0726728719615841e-09, 1.7549405982883717e-10, 1.77109719438136e-13, 5.8207073895096763e-11, 2.999145812890993e-09, 2.7578943045271586e-11, 1.1937438252561752e-09]"
"value__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)",9.385482982910276e-07,"[6.57795809570184e-07, 4.737095888635435e-07, 1.6895817778497162e-09, 9.169599772736496e-09, 5.684943807579166e-06, 1.5938523566213593e-09, 1.9776404359755492e-10, 1.9133441329812703e-06, 5.040926240674428e-08, 5.926295835585611e-07]"
"value__cwt_coefficients__coeff_6__w_5__widths_(2, 5, 10, 20)",2.2032386481317908e-08,"[1.2831044331405044e-07, 1.4500105237026083e-08, 4.751363462757433e-12, 9.944567676934838e-11, 4.352609725513472e-09, 4.4732902059830916e-11, 3.2129937778577314e-11, 5.439033277420277e-08, 1.7115105331456282e-09, 1.6877803349170146e-08]"
"value__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)",1.6568972021508984e-09,"[3.7045054505729358e-09, 5.8654937790614326e-09, 2.5738574217274685e-12, 1.547741145508673e-10, 9.263807600986642e-10, 8.527670480698404e-12, 4.078808823525981e-11, 3.310599195302904e-09, 4.968513014262865e-10, 2.0584778043582122e-09]"
"value__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",1.779837201155481e-09,"[2.0951206562575294e-10, 1.3050979969214734e-08, 7.803310840592082e-12, 7.816902458581547e-10, 1.1943837482399272e-10, 1.0524837543607272e-13, 4.87420127388148e-11, 2.5847856530177683e-09, 1.7968523433031352e-11, 9.773466076265313e-10]"
"value__cwt_coefficients__coeff_7__w_5__widths_(2, 5, 10, 20)",1.6654583690332926e-08,"[8.717953303243845e-08, 1.4500105237026083e-08, 3.2193265900639863e-12, 1.0512474029150413e-10, 5.599376347762082e-09, 2.8022877525201574e-11, 3.0263647618045914e-11, 4.742978358728111e-08, 1.0963688646233768e-09, 1.0574039242173334e-08]"
"value__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)",1.1550539667054781e-09,"[2.687274219551249e-09, 4.238425752345143e-09, 2.1748175034511336e-12, 1.0512474029150413e-10, 4.648177904726523e-10, 6.698354013763022e-12, 3.843059677009026e-11, 2.226383815907646e-09, 3.9517745759929504e-10, 1.3860321225999883e-09]"
"value__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)",1.5051391418463256e-09,"[1.764119463918822e-10, 1.1137650954512704e-08, 5.307407893753274e-12, 6.6667513380853e-10, 9.054781454486577e-11, 9.858675250742667e-14, 4.3286899316969374e-11, 2.226383815907646e-09, 1.7968523433031352e-11, 6.87060335901367e-10]"
"value__cwt_coefficients__coeff_8__w_5__widths_(2, 5, 10, 20)",9.591056421334921e-09,"[3.7740451016479893e-08, 1.5282122714715016e-08, 1.943196913827133e-12, 8.414897531941633e-11, 6.507540131686092e-09, 1.854043528943211e-11, 2.241205330797211e-11, 2.856598918477625e-08, 7.824572386015782e-10, 6.904959266259734e-09]"
"value__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20)",9.324726133010043e-10,"[2.052243296283374e-09, 3.80098567672889e-09, 1.640440321952679e-12, 8.897292271713899e-11, 3.1909732230386894e-10, 4.377585421704996e-12, 3.2129937778577314e-11, 1.7338052144151152e-09, 2.6391910011236636e-10, 1.0275546369270549e-09]"
"value__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)",1.3764798351263222e-09,"[1.401177325532229e-10, 1.0562703614477173e-08, 4.2525442865348454e-12, 5.6823023432682e-10, 7.662317157155839e-11, 8.099099349093882e-14, 4.078808823525981e-11, 1.8229558422120492e-09, 1.5887060529099263e-11, 5.331590720780162e-10]"
"value__cwt_coefficients__coeff_9__w_5__widths_(2, 5, 10, 20)",6.432311691917553e-09,"[1.7706796721332707e-08, 1.7881969537964423e-08, 2.0558099934533153e-12, 8.414897531941633e-11, 6.507540131686092e-09, 1.1513116520004667e-11, 2.241205330797211e-11, 1.55333820068734e-08, 5.894467573627485e-10, 5.98385180881532e-09]"
"value__fft_coefficient__attr_""abs""__coeff_1",1.644806095787918e-07,"[1.3468621809036622e-06, 2.3846985092471806e-13, 6.005293373972387e-11, 4.317582499229703e-15, 2.060946760757243e-14, 7.532521701392919e-08, 1.0464856118071266e-10, 6.094028437819554e-13, 2.2049351448375076e-07, 1.9596090919107317e-09]"
"value__fft_coefficient__attr_""abs""__coeff_3",1.1874259030665148e-05,"[6.565605113214512e-06, 2.9060882382677575e-05, 5.9507832724223273e-08, 1.5223910944479e-07, 2.148806959112428e-06, 1.1760975323268094e-06, 7.926850349401212e-05, 6.27496621672647e-10, 2.3133156295930637e-07, 7.898882355806947e-08]"
"value__fft_coefficient__attr_""angle""__coeff_3",0.00024307593498356433,"[0.0013068174557167814, 0.0001109306683421966, 1.0485174158062084e-05, 8.555866557150133e-07, 1.0642008002369237e-05, 0.0002898589102742979, 0.0003856175586845505, 2.158292971790936e-06, 0.0003122982070565521, 1.095487973327395e-06]"
"value__fft_coefficient__attr_""imag""__coeff_1",1.9569608704958224e-06,"[1.1181055306556393e-05, 8.538029317510277e-09, 7.461658862105447e-07, 7.27569173321485e-08, 6.629915055974436e-08, 4.044507563753455e-06, 1.8718569172900945e-06, 1.1180743501486778e-07, 1.2929292109284856e-06, 1.7369228799497855e-07]"
"value__fft_coefficient__attr_""imag""__coeff_3",7.967417113422671e-07,"[7.882758003126761e-07, 2.2416438732572084e-06, 3.026874580762637e-07, 1.501277959190833e-08, 2.1829611877321378e-07, 1.7654798568761192e-07, 3.0152686100400604e-06, 4.602699206974529e-10, 1.5724497603476855e-07, 1.051979241728262e-06]"
"value__fft_coefficient__attr_""real""__coeff_1",7.696566683041465e-07,"[7.43215052390198e-06, 7.046256750859636e-12, 2.3071605373589683e-10, 1.1247318592981142e-13, 2.2097724998055914e-11, 6.842402977576914e-08, 5.171628440590578e-11, 1.4483041348520063e-10, 1.7325826153202798e-07, 2.2277348625127583e-08]"
"value__linear_trend__attr_""intercept""",7.107810557106694e-07,"[1.678340014883788e-06, 1.0608449938488978e-07, 9.495629936422651e-07, 3.130187637522773e-07, 1.5203157723705355e-07, 9.871651671052352e-07, 5.850492640544749e-07, 5.558218788529536e-07, 4.932542852364954e-07, 1.2874821129572608e-06]"
"value__linear_trend__attr_""slope""",6.253835750315628e-08,"[2.2705076593065641e-07, 2.5728929806028197e-08, 4.178951844939235e-08, 3.41668287171422e-08, 1.4356391133144762e-08, 5.119856328718407e-08, 7.64490761691967e-08, 4.5307694875387395e-08, 3.034698310536141e-08, 7.898882355806947e-08]"
"value__linear_trend__attr_""stderr""",3.830140322421995e-08,"[6.503682681702872e-08, 1.7332954146149148e-07, 3.0172409936372995e-11, 1.1304932560728278e-09, 5.003039384298865e-08, 1.8772930656467624e-14, 1.0144103522083015e-13, 1.7895410065807046e-08, 7.781275059776594e-14, 7.556099636215793e-08]"
value__maximum,5.506194659564508e-07,"[5.33207175444085e-06, 1.1771704497915384e-10, 1.3242881906421136e-09, 5.056688230181926e-13, 1.0693677603265153e-10, 5.080735091372872e-09, 1.2221344040512907e-11, 2.3330521037557516e-10, 1.4718744663812128e-08, 1.5252845113357916e-07]"
value__mean_abs_change,1.9968526581525356e-09,"[5.6596124923291816e-09, 9.00561801424579e-09, 4.495175990464198e-12, 3.048980504049797e-11, 7.908963779538507e-10, 1.4336256918615436e-14, 5.183823026885827e-14, 5.96002697564435e-10, 3.661506970802233e-14, 3.881309228844244e-09]"
value__minimum,1.174747330518732e-10,"[6.850112158546309e-10, 1.3254102685551824e-10, 1.2354924733996588e-12, 1.4314726923776186e-12, 2.0866896559447884e-11, 3.5426152734978896e-11, 9.568557673528585e-12, 1.3810333766669587e-11, 1.0338697741333255e-10, 1.7146920449484789e-10]"
value__quantile__q_0.1,7.828909145577336e-10,"[4.120414213659995e-09, 1.8579699152105132e-09, 6.97629955638622e-13, 2.6154927434747387e-12, 2.4341259303226644e-10, 5.024444799256823e-11, 1.9864335401569564e-11, 2.5919740849174057e-10, 1.3886486298479453e-10, 1.1356282461047755e-09]"
value__quantile__q_0.2,1.8913331895036485e-09,"[1.518882347794851e-08, 8.961180208326685e-10, 7.522907119990384e-14, 1.5208819828228286e-12, 5.455653258815687e-10, 2.642290108516631e-11, 4.558773604384236e-12, 1.6489083173072066e-09, 6.817989524494113e-11, 5.331590720780162e-10]"
value__quantile__q_0.3,3.3929581984231904e-09,"[3.248342001413558e-08, 1.1771704497915384e-10, 1.446402758493682e-13, 5.721164836533986e-13, 6.127051920848295e-11, 5.324403412125874e-11, 3.780965022354494e-12, 8.534985736171951e-10, 1.6559954916754799e-10, 1.9033452722083198e-10]"
value__quantile__q_0.4,5.829039638394258e-08,"[4.778735054211607e-07, 6.096226129343504e-11, 2.4363546258768513e-11, 1.823275544515022e-12, 3.0231993923242937e-10, 9.818979021281135e-10, 1.1092440659945524e-10, 5.439033277420277e-08, 2.9654987146838767e-09, 4.619233559832179e-08]"
value__quantile__q_0.7,6.562833976405215e-09,"[6.982790384827251e-09, 9.48268445558949e-10, 2.3091782784825436e-11, 2.3406478637689026e-09, 8.788795122777216e-10, 8.343902688408652e-10, 3.3534703981161563e-09, 3.438051886558394e-08, 2.516745081044621e-09, 1.3369537161248919e-08]"
value__quantile__q_0.8,2.729547484720107e-08,"[1.9705951680064046e-07, 1.2491428188650654e-10, 3.9364611662195755e-11, 5.342042906168571e-12, 2.4341259303226644e-10, 8.505952001276856e-09, 1.867170837138314e-10, 1.7338052144151152e-09, 2.4717763489940163e-08, 4.0337960352537066e-08]"
value__quantile__q_0.9,6.00902215666354e-07,"[5.796213849292723e-06, 1.8882311779392165e-10, 6.979895053664909e-10, 7.780423671213598e-13, 2.8640500121580635e-10, 7.293159325379679e-09, 2.5278821017274307e-11, 6.606121781810172e-10, 2.229732064274796e-08, 1.8135794073674692e-07]"
value__range_count__max_1__min_-1,5.4504438213286447e-08,"[4.825699746326543e-07, 1.95713626502049e-10, 5.4440056055131966e-12, 2.16526066001587e-10, 1.193372097318819e-10, 2.4460158267730624e-11, 8.587097139285286e-11, 4.910123936712476e-08, 1.6683968918835974e-10, 1.2558976406395488e-08]"
value__root_mean_square,1.9575682209233795e-11,"[1.764119463918822e-10, 3.982386434719957e-12, 1.7264895534887667e-13, 2.565327120394459e-14, 9.067568634128286e-13, 1.1235188340585575e-13, 5.5456961208495813e-14, 8.200484190566697e-13, 2.797549462806532e-13, 1.2989817965818456e-11]"
value__spkt_welch_density__coeff_2,1.6715590151088837e-05,"[0.00016420045062160108, 4.35160488184057e-13, 3.2895397184225727e-07, 2.2520132667029123e-14, 2.0866896559447884e-11, 2.937057866104603e-07, 1.3805637258075442e-11, 5.10494200014079e-10, 8.206143983314014e-07, 1.5116311080887515e-06]"
value__standard_deviation,2.958736263742158e-11,"[2.786250877955529e-10, 2.096553799507004e-12, 2.7606013797913257e-13, 2.7376846015113694e-14, 5.22226716218905e-13, 2.781906742873572e-13, 7.258507344492248e-14, 9.791808462121346e-13, 7.052599852736228e-13, 1.2291104499724654e-11]"
value__variance,2.958736263742158e-11,"[2.786250877955529e-10, 2.096553799507004e-12, 2.7606013797913257e-13, 2.7376846015113694e-14, 5.22226716218905e-13, 2.781906742873572e-13, 7.258507344492248e-14, 9.791808462121346e-13, 7.052599852736228e-13, 1.2291104499724654e-11]"
