Feature,Mean P Value,P Values
"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.6",9.460543430129792e-05,"[0.00017084393091906382, 2.929948652695806e-05, 0.00017656814947326246, 1.7101702859072988e-06]"
"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0",0.00010700111700184569,"[0.00030175110471396293, 0.00011435096852606226, 1.1367025007135661e-05, 5.35369760221899e-07]"
"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2",9.743034037598827e-05,"[0.00026972996375433075, 0.0001079975159259082, 1.1367025007135661e-05, 6.268568165784359e-07]"
"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4",0.00010506315043280431,"[0.00030175110471396293, 9.627651844968829e-05, 2.114377504667928e-05, 1.081203520886744e-06]"
"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6",7.569977028688687e-05,"[0.0001697356601942312, 5.715976226269394e-05, 2.038884037354679e-07]"
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0",0.0009879266957808668,[0.0009879266957808668]
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0",0.0002497614007841616,"[0.00042658627503424284, 0.0003203866409043702, 2.3112864138718755e-06]"
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2",0.0003192953175547126,"[0.0006362793486955533, 2.3112864138718755e-06]"
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4",1.989026104088595e-06,[1.989026104088595e-06]
"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0",0.0003014790998908491,"[0.0007155831926356247, 0.00018759322927495759, 1.2608777619650826e-06]"
"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2",0.00014312758846515407,"[0.00028489401392139724, 1.361163008910932e-06]"
"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4",0.00039803323190925656,"[0.0007942219224099424, 1.8445414085707022e-06]"
"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6",0.00039919930266192524,"[0.0007942219224099424, 4.176682913908119e-06]"
value__cid_ce__normalize_False,0.00011278806882762409,"[0.0003373058750966643, 7.200766146799307e-05, 4.125936379343004e-05, 5.793749524089927e-07]"
"value__cwt_coefficients__coeff_0__w_10__widths_(2, 5, 10, 20)",0.0004410155426398763,"[0.00017084393091906382, 0.0007111871543606888]"
"value__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)",6.31726148132954e-05,"[1.0898652958729542e-05, 7.91606161165043e-05, 1.6537759077622063e-05, 0.00010136181099951014, 0.00010790423491411095]"
"value__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)",6.382533311179754e-05,"[9.482143370510043e-05, 0.0001301297010223799, 1.975238236037912e-05, 1.0597815359330722e-05]"
"value__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)",5.347337671723437e-05,"[2.233663019872679e-05, 7.91606161165043e-05, 2.7409962980520972e-05, 0.0001210557853105289, 4.125936379343004e-05, 2.9617901903695185e-05]"
"value__cwt_coefficients__coeff_10__w_5__widths_(2, 5, 10, 20)",0.0002582942024332264,"[0.0003373058750966643, 0.0006032387992314178, 6.097000597646629e-05, 3.166212942835722e-05]"
"value__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",8.512662469709804e-05,"[0.00012759544305218702, 0.00017300392581973524, 2.5899667134853054e-05, 1.4007462781616793e-05]"
"value__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)",5.493881672641454e-05,"[2.0946798214595142e-05, 8.930192013425182e-05, 3.104093284850379e-05, 0.000101978186291945, 5.020547641624414e-05, 3.6159586452947365e-05]"
"value__cwt_coefficients__coeff_11__w_5__widths_(2, 5, 10, 20)",0.00034511252128296754,"[0.0007583604584108334, 0.00018759322927495759, 8.938387616311169e-05]"
"value__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)",0.00010975610683574687,"[0.000161220276474881, 0.00022891522557820707, 3.166212942835722e-05, 1.7226795861542217e-05]"
"value__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)",5.220464780338592e-05,"[2.0946798214595142e-05, 8.408690247089045e-05, 3.104093284850379e-05, 9.627651844968829e-05, 4.7036775461872085e-05, 3.383995937476577e-05]"
"value__cwt_coefficients__coeff_12__w_5__widths_(2, 5, 10, 20)",0.00044457613156228344,"[0.0005687656222201966, 0.0003203866409043702]"
"value__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)",0.0002582165087193915,"[0.0002549412114694278, 0.000301464229962537, 0.0006800690543466472, 3.6159586452947365e-05, 1.844846136539776e-05]"
"value__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)",4.8847512143344655e-05,"[1.8410220571974048e-05, 7.91606161165043e-05, 3.512600371081562e-05, 7.63427966697641e-05, 5.020547641624414e-05, 3.383995937476577e-05]"
"value__cwt_coefficients__coeff_13__w_5__widths_(2, 5, 10, 20)",0.0006362793486955533,[0.0006362793486955533]
"value__cwt_coefficients__coeff_14__w_10__widths_(2, 5, 10, 20)",0.00026558779564257365,"[0.0003373058750966643, 0.0003183474584306896, 0.0006139035911745949, 3.862967115054027e-05, 1.975238236037912e-05]"
"value__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",4.724645784938118e-05,"[1.8410220571974048e-05, 7.91606161165043e-05, 3.302351410317779e-05, 7.200766146799307e-05, 4.7036775461872085e-05, 3.383995937476577e-05]"
"value__cwt_coefficients__coeff_1__w_10__widths_(2, 5, 10, 20)",9.072616190629416e-06,"[3.4477611146533856e-06, 1.3640056649583895e-05, 5.195184216663585e-06, 1.4007462781616793e-05]"
"value__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)",0.0001277466248354269,"[8.924119305474899e-06, 3.776626240891978e-05, 8.643524245455483e-06, 0.0006139035911745949, 5.020547641624414e-05, 4.7036775461872085e-05]"
"value__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20)",3.935373325912042e-05,"[2.9321442731918962e-05, 0.00010944054495708873, 1.3068277776787477e-05, 5.584667570686529e-06]"
"value__cwt_coefficients__coeff_1__w_5__widths_(2, 5, 10, 20)",7.663565632510086e-06,"[2.791162206993936e-06, 1.8785981795435407e-05, 3.881934310947419e-06, 5.195184216663585e-06]"
"value__cwt_coefficients__coeff_2__w_10__widths_(2, 5, 10, 20)",7.401228316583965e-06,"[6.42772039583179e-06, 1.2786824437176903e-05, 5.195184216663585e-06, 5.195184216663585e-06]"
"value__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)",8.417624489344876e-05,"[6.3702552041240865e-06, 4.021295591553805e-05, 1.2786824437176903e-05, 0.000345074853028496, 5.357580531348542e-05, 4.7036775461872085e-05]"
"value__cwt_coefficients__coeff_2__w_2__widths_(2, 5, 10, 20)",4.880226035978781e-05,"[3.5461325620022555e-05, 0.00013780892685938607, 1.5010812270949079e-05, 6.927976688793521e-06]"
"value__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)",1.0212623485222555e-05,"[8.433540177393088e-06, 2.574960759279676e-05, 4.176682913908119e-06, 2.490663256792255e-06]"
"value__cwt_coefficients__coeff_3__w_10__widths_(2, 5, 10, 20)",8.181241114881335e-06,"[6.42772039583179e-06, 1.762775105707727e-05, 4.492810092708158e-06, 4.176682913908119e-06]"
"value__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)",5.578224107513991e-05,"[6.817286846166678e-06, 3.329038791845597e-05, 9.230914028739597e-06, 0.00022381537342215752, 3.383995937476577e-05, 2.7699524860553935e-05]"
"value__cwt_coefficients__coeff_3__w_2__widths_(2, 5, 10, 20)",4.8259525934396165e-05,"[3.329038791845597e-05, 0.00013780892685938607, 1.5010812270949079e-05, 6.927976688793521e-06]"
"value__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20)",2.0837082571006938e-05,"[1.2598366600187162e-05, 6.069366777762927e-05, 6.449113774547852e-06, 3.607182131663465e-06]"
"value__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20)",1.0968529300287282e-05,"[1.0317052626729432e-05, 2.4185197443847994e-05, 5.195184216663585e-06, 4.176682913908119e-06]"
"value__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)",5.590508872169186e-05,"[8.345582477638172e-06, 4.556474285308397e-05, 1.2786824437176903e-05, 0.00020048580950801664, 3.862967115054027e-05, 2.9617901903695185e-05]"
"value__cwt_coefficients__coeff_4__w_2__widths_(2, 5, 10, 20)",4.973933056133361e-05,"[4.021295591553805e-05, 0.00013780892685938607, 1.4007462781616793e-05, 6.927976688793521e-06]"
"value__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)",2.398862659974031e-05,"[1.750508150880069e-05, 6.839312898394923e-05, 6.449113774547852e-06, 3.607182131663465e-06]"
"value__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)",1.6434225825891182e-05,"[1.53562871976362e-05, 3.735520778340148e-05, 7.4407407518405175e-06, 5.584667570686529e-06]"
"value__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",5.111377531892327e-05,"[9.540862165646261e-06, 4.556474285308397e-05, 1.5512190689483948e-05, 0.0001697356601942312, 3.862967115054027e-05, 2.7699524860553935e-05]"
"value__cwt_coefficients__coeff_5__w_2__widths_(2, 5, 10, 20)",5.7770966253906854e-05,"[6.596762950188408e-05, 0.00014591358851546296, 1.4007462781616793e-05, 5.195184216663585e-06]"
"value__cwt_coefficients__coeff_5__w_5__widths_(2, 5, 10, 20)",3.460950087673211e-05,"[2.2691985460231247e-05, 0.00010326352903629381, 7.98967891769525e-06, 4.492810092708158e-06]"
"value__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)",2.839846148550057e-05,"[2.580496489229485e-05, 7.258097410936202e-05, 9.20589278408448e-06, 6.002014156260919e-06]"
"value__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)",4.8352805902921404e-05,"[1.4187521382360954e-05, 4.8487512332280914e-05, 1.762775105707727e-05, 0.00015176269394954423, 3.383995937476577e-05, 2.4211397321499285e-05]"
"value__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)",0.00025767951861698483,"[0.0004950236348987726, 0.00019926298211626106, 7.875193883592093e-05]"
"value__cwt_coefficients__coeff_6__w_5__widths_(2, 5, 10, 20)",3.674651219224021e-05,"[2.9321442731918962e-05, 0.00010326352903629381, 9.20589278408448e-06, 5.195184216663585e-06]"
"value__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)",3.3221406372768544e-05,"[3.329038791845597e-05, 7.701056763561226e-05, 1.4007462781616793e-05, 8.577207155389159e-06]"
"value__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",5.2593672955801865e-05,"[1.7254417384248136e-05, 5.48745546162056e-05, 2.2711483130829254e-05, 0.00015176269394954423, 4.125936379343004e-05, 2.7699524860553935e-05]"
"value__cwt_coefficients__coeff_7__w_5__widths_(2, 5, 10, 20)",4.605319419566773e-05,"[4.556474285308397e-05, 0.00012285503435359265, 1.0597815359330722e-05, 5.195184216663585e-06]"
"value__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)",3.921803178722987e-05,"[4.556474285308397e-05, 8.66477153124208e-05, 1.6082461828025562e-05, 8.577207155389159e-06]"
"value__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)",5.126128891833857e-05,"[1.9639545586717666e-05, 6.205324000102585e-05, 2.13234843454883e-05, 0.00013559257492281563, 4.125936379343004e-05, 2.7699524860553935e-05]"
"value__cwt_coefficients__coeff_8__w_5__widths_(2, 5, 10, 20)",6.022243758660147e-05,"[6.596762950188408e-05, 0.00015446554428835718, 1.4007462781616793e-05, 6.449113774547852e-06]"
"value__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20)",5.428739711749513e-05,"[6.596762950188408e-05, 0.00012285503435359265, 1.844846136539776e-05, 9.878463249106016e-06]"
"value__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)",5.159247653399305e-05,"[1.9639545586717666e-05, 7.01149214193248e-05, 2.2711483130829254e-05, 0.00012813002041310256, 4.125936379343004e-05, 2.7699524860553935e-05]"
"value__cwt_coefficients__coeff_9__w_5__widths_(2, 5, 10, 20)",0.00011152867053750208,"[0.00015210843637112348, 0.0002557089055590001, 2.7699524860553935e-05, 1.0597815359330722e-05]"
value__energy_ratio_by_chunks__num_segments_10__segment_focus_3,0.0004496046067874694,[0.0004496046067874694]
"value__fft_coefficient__attr_""abs""__coeff_1",0.00012763691769268558,"[4.2003043593194786e-05, 1.2598366600187162e-05, 2.6648295586052865e-06, 0.0004532814310187551]"
"value__fft_coefficient__attr_""abs""__coeff_2",1.7829887376666334e-05,[1.7829887376666334e-05]
"value__fft_coefficient__attr_""abs""__coeff_8",0.00014834593615697998,[0.00014834593615697998]
"value__fft_coefficient__attr_""angle""__coeff_2",0.0002783181617191999,[0.0002783181617191999]
"value__fft_coefficient__attr_""imag""__coeff_1",0.0006461991323115166,[0.0006461991323115166]
"value__fft_coefficient__attr_""imag""__coeff_5",0.00013255550259259744,"[1.4786613483262232e-06, 0.00026363234383686867]"
"value__fft_coefficient__attr_""real""__coeff_1",8.402352890767055e-05,"[0.00020936886192831616, 4.021295591553805e-05, 2.4887688791575037e-06]"
"value__fft_coefficient__attr_""real""__coeff_10",0.00042855037143807586,"[0.00014591358851546296, 0.0007111871543606888]"
"value__fft_coefficient__attr_""real""__coeff_2",2.2890315764080135e-05,[2.2890315764080135e-05]
value__fourier_entropy__bins_100,0.00046027841762707973,[0.00046027841762707973]
"value__linear_trend__attr_""stderr""",5.329372191605718e-05,"[0.00017639170525908242, 2.7509828475924918e-05, 1.6537759077622063e-05, 3.383995937476577e-05, 1.2189357392890752e-05]"
"value__matrix_profile__feature_""25""__threshold_0.98",0.00041686723076593714,[0.00041686723076593714]
value__max_langevin_fixed_point__m_3__r_30,0.0005537694626120877,[0.0005537694626120877]
value__maximum,0.00012847491381187516,"[0.00019173440637816532, 3.7391637670533125e-05, 0.0002531114817704449, 3.166212942835722e-05]"
value__mean_abs_change,0.00010086693020706171,"[3.776626240891978e-05, 0.00015446554428835718, 0.0003100182852861106, 1.8445414085707022e-06, 2.400176433501809e-07]"
value__minimum,0.0002313922596655581,"[0.0006692792038567286, 1.844846136539776e-05, 6.449113774547852e-06]"
value__number_cwt_peaks__n_5,0.00037450455472002843,"[0.00011894504318904603, 0.0006300640662510108]"
value__number_peaks__n_1,0.00045071723838455873,[0.00045071723838455873]
value__number_peaks__n_10,0.00048550214041879434,"[0.0003783880228191952, 0.0005926162580183935]"
value__number_peaks__n_3,0.00015376529652876833,"[1.8581051171917307e-05, 0.00028894954188561937]"
value__number_peaks__n_5,0.00011917002804723343,"[0.0001794504840130683, 5.888957208139855e-05]"
value__permutation_entropy__dimension_3__tau_1,7.779723376020039e-05,"[8.22320068258477e-05, 0.00010066199677544048, 5.049769767931299e-05]"
value__permutation_entropy__dimension_4__tau_1,9.326648966192078e-05,"[9.267718960907912e-05, 0.000161220276474881, 2.5902002901802226e-05]"
value__permutation_entropy__dimension_5__tau_1,0.00010728895133408724,"[0.00013204237164615362, 0.00017084393091906382, 1.8980551437044296e-05]"
value__permutation_entropy__dimension_6__tau_1,7.755908143029589e-05,"[8.730713208171195e-05, 0.0001353197165751174, 1.0050395634058328e-05]"
value__permutation_entropy__dimension_7__tau_1,5.027280296453566e-05,"[7.743660983920619e-05, 7.01149214193248e-05, 3.2668776350759906e-06]"
value__quantile__q_0.1,0.00021889161383690397,"[0.0003190652098942552, 0.0004991594198319051, 4.125936379343004e-05, 1.6082461828025562e-05]"
value__quantile__q_0.2,0.00020396584211618575,"[0.00035651865394451004, 0.0004397146163755016, 1.2189357392890752e-05, 7.4407407518405175e-06]"
value__quantile__q_0.3,0.00011308466268718687,"[0.00014348300050111466, 0.00020048580950801664, 7.875193883592093e-05, 2.9617901903695185e-05]"
value__quantile__q_0.4,0.000342174498589102,"[0.00036396235627383385, 0.0003203866409043702]"
value__quantile__q_0.8,0.00017495553858859933,"[0.00015210843637112348, 3.31115026125645e-05, 0.00033964667678211]"
value__quantile__q_0.9,0.00018337704181251764,"[0.00012028810368703302, 1.005253777064832e-05, 0.000507972424039433, 9.519510175295618e-05]"
value__range_count__max_1__min_-1,0.00017715046589410302,"[4.072978012593851e-05, 0.00013012410544508432, 0.0005233413760700711, 1.4406601935318217e-05]"
value__root_mean_square,6.74044753457043e-05,"[4.2003043593194786e-05, 3.965212491800214e-06, 0.0003548020957719881, 2.3239040892590026e-06, 1.0008731413858164e-06, 3.317229865979464e-07]"
value__spkt_welch_density__coeff_2,0.00014397374577074124,"[3.0534776200852227e-06, 0.00028489401392139724]"
value__spkt_welch_density__coeff_8,5.896890860523923e-05,"[1.3286256807865757e-05, 0.00010326352903629381, 6.0356939971558146e-05]"
value__standard_deviation,0.00010951565415613403,"[4.469241712343616e-05, 2.9954141800557648e-06, 0.0006032387992314178, 1.8898614449211678e-06, 3.3511290499103154e-06, 9.263039070630019e-07]"
value__variance,0.00010951565415613403,"[4.469241712343616e-05, 2.9954141800557648e-06, 0.0006032387992314178, 1.8898614449211678e-06, 3.3511290499103154e-06, 9.263039070630019e-07]"
