Feature,Mean P Value,P Values
"value__fft_coefficient__attr_""imag""__coeff_1",3.7916559258039854e-07,"[5.248897352987752e-07, 6.505283068681062e-08, 2.602294474264459e-06, 2.8605103421220806e-08, 1.0472637120414613e-08, 2.885884393487266e-09, 5.691294345917723e-09, 4.828845824677323e-07, 1.1930377355369397e-08, 5.694900644979812e-08]"
"value__fft_coefficient__attr_""imag""__coeff_2",8.532776474883539e-05,"[0.00011013956912110136, 4.36046951935513e-07, 6.9257711271729775e-06, 3.466384560669213e-05, 0.0001623726607348501, 0.00034092290075636523, 2.5451865907747675e-06, 2.461613710179109e-05]"
"value__fft_coefficient__attr_""imag""__coeff_3",2.009095462274511e-05,"[1.505487837363844e-05, 5.615135591864613e-07, 7.019860678752308e-05, 3.934935242757246e-05, 1.6246161788993213e-05, 3.964586629827652e-08, 2.479784370271811e-08, 1.9438782919086406e-05, 2.355092378156277e-06, 3.7640714283293766e-05]"
"value__fft_coefficient__attr_""imag""__coeff_4",0.0001226966975329189,"[0.00018429290330695884, 2.225519353686765e-06, 0.00046839394465738525, 3.11974166670318e-05, 8.826729912740496e-07, 5.881038793358047e-05, 6.160956276020312e-05, 0.00039147489387035816, 3.4635366869194473e-06, 2.461613710179109e-05]"
"value__fft_coefficient__attr_""imag""__coeff_5",0.00019877866635511,[0.00019877866635511]
"value__fft_coefficient__attr_""imag""__coeff_6",0.0012146887156840292,[0.0012146887156840292]
"value__fft_coefficient__attr_""real""__coeff_1",2.1518197305997443e-06,"[3.6493252083791962e-06, 1.6515601077788967e-09, 2.8203878511321725e-06, 1.1996249969545626e-05, 3.0907464799748937e-07, 3.168953973526053e-09, 2.4207608930213337e-09, 8.471914316814886e-07, 9.868810582778083e-07, 9.018458640093404e-07]"
"value__fft_coefficient__attr_""real""__coeff_10",0.0007126014089515115,"[0.0009645664188989097, 0.0004606363990041134]"
"value__fft_coefficient__attr_""real""__coeff_2",6.0977659080405977e-05,"[3.483477538541171e-05, 0.00011882571249095202, 2.9272489364854202e-05]"
"value__fft_coefficient__attr_""real""__coeff_5",0.0009578007606187584,[0.0009578007606187584]
value__fourier_entropy__bins_10,0.0009034301029207976,[0.0009034301029207976]
value__fourier_entropy__bins_100,3.7568566853356175e-05,"[3.828025971543728e-06, 9.803717827532965e-05, 1.084049631319515e-05]"
value__fourier_entropy__bins_3,0.0016851843671471588,[0.0016851843671471588]
value__index_mass_quantile__q_0.4,0.0006860755336528552,"[9.360740844295243e-06, 0.001362790326461415]"
value__kurtosis,0.00039912289838070036,"[0.0003548684390147939, 0.0001580511830046009, 0.0007992350306619111, 0.0002843369408414956]"
value__large_standard_deviation__r_0.35000000000000003,0.0005229763138474557,"[0.0004710435942624664, 0.0012258085996690784, 0.00014510887421624754, 2.041397972670368e-06, 0.0007708791031168156]"
value__lempel_ziv_complexity__bins_5,0.0017537597615073942,[0.0017537597615073942]
value__length,0.001011625285444615,[0.001011625285444615]
"value__linear_trend__attr_""intercept""",1.7320510282257672e-06,"[7.430711360240248e-07, 9.9859522145795e-07, 1.2384688994813248e-05, 2.0518070920731496e-07, 8.644560554141514e-08, 2.3916900690343346e-09, 6.250883596397319e-09, 1.2245558477536288e-06, 3.12706082559268e-07, 1.3566241112353877e-06]"
"value__linear_trend__attr_""rvalue""",6.1330740611144e-05,"[6.109402446976773e-05, 3.2482464605751114e-05, 0.000498154434618688, 3.294234098714622e-07, 2.6317852107347137e-06, 2.1583686061985315e-07, 1.9430426113546565e-06, 6.035037015233297e-06, 1.729196436623916e-07, 1.0248437665756661e-05]"
"value__linear_trend__attr_""slope""",5.321292715998878e-08,"[3.059266333834309e-08, 7.112235825381217e-08, 2.0603179604581477e-07, 2.106191478588663e-08, 1.5524682722865232e-08, 9.222132972636309e-10, 1.9966589564184113e-09, 1.126451553935828e-07, 9.905162835494944e-09, 6.232666597040612e-08]"
"value__linear_trend__attr_""stderr""",2.916352024739049e-09,"[1.5199843322035753e-09, 4.940630034755131e-10, 1.3088570156873292e-09, 1.2567704653012151e-08, 1.5199843322035753e-09, 6.258623083575867e-10, 4.1314550012193317e-10, 7.622310505281462e-09, 1.958982734800818e-09, 1.132625862246542e-09]"
value__longest_strike_below_mean,0.0009246660288335616,"[0.001501455427059844, 0.0003478766306072793]"
"value__matrix_profile__feature_""25""__threshold_0.98",0.00045281954537921095,"[0.0007497810212266539, 0.00015585806953176794]"
"value__matrix_profile__feature_""75""__threshold_0.98",0.0006141608394889996,"[0.0003245448047756943, 0.0002965298738578524, 0.0012214078398334522]"
"value__matrix_profile__feature_""max""__threshold_0.98",0.0005609666396921105,"[0.0008916377868489033, 0.0007643871287350743, 2.6875003492353724e-05]"
"value__matrix_profile__feature_""mean""__threshold_0.98",0.000490807526236004,"[0.0004673567189625211, 0.0005142583335094868]"
"value__matrix_profile__feature_""min""__threshold_0.98",0.0007671135872224445,[0.0007671135872224445]
value__max_langevin_fixed_point__m_3__r_30,0.0005395416390100049,"[0.0011450909763498533, 5.635218307917134e-06, 0.0014454009096929686, 0.00011465624005581158, 6.996340023571275e-06, 3.0835864871367753e-06, 0.0005883178024852509, 0.000518459047322232, 0.0010282346303653028]"
value__maximum,1.7698236033554064e-07,"[2.1594877632076445e-07, 1.817786490540418e-08, 1.7252876797156174e-07, 9.94749312557363e-07, 5.4134464988319395e-08, 9.222132972636309e-10, 1.1139301933166182e-09, 5.572485361847305e-08, 1.883285242044653e-07, 6.819489529847489e-08]"
value__mean_abs_change,2.303635344882932e-09,"[1.5199843322035753e-09, 4.940630034755131e-10, 1.3088570156873292e-09, 7.441830098712278e-09, 1.5199843322035753e-09, 3.835164900715479e-10, 4.1314550012193317e-10, 7.622310505281462e-09, 1.2000363088255634e-09, 1.132625862246542e-09]"
value__median,0.0006139356157014366,"[0.0006255467997459086, 1.3800539753704295e-06, 0.0008079710594798763, 0.0006653291446296763, 0.0005313153168509743, 0.0005773563126132698, 0.0010886506226149804]"
value__minimum,2.022974059267673e-08,"[1.5199843322035753e-09, 2.4497327378488285e-09, 1.3088570156873292e-09, 1.397180363480912e-07, 8.587284489072e-09, 1.0154748298038403e-09, 1.2284561062250702e-09, 3.010501947651851e-08, 7.47961737677032e-09, 8.884943214546613e-09]"
value__number_cwt_peaks__n_1,0.000131035645804437,[0.000131035645804437]
value__number_cwt_peaks__n_5,0.00020419400603975506,"[0.00026379088241307536, 4.4599015958327505e-05, 0.0004963533739513904, 1.2032751836226882e-05]"
value__number_peaks__n_1,0.001224789901944402,"[0.0010399927939001208, 0.0014095870099886832]"
value__number_peaks__n_10,0.0006009081772571834,"[3.9369845942470155e-05, 0.0013272707035447745, 0.0003722442385852988, 1.4441277737960017e-05, 0.0012512148204754136]"
value__number_peaks__n_3,0.0003975211082918118,[0.0003975211082918118]
value__number_peaks__n_5,0.0004691779854776484,"[0.0001467229255005318, 0.0002373159455488725, 5.561167216180286e-05, 0.0016322723970936064, 0.0002739669870834283]"
value__partial_autocorrelation__lag_5,0.0007612535046866305,[0.0007612535046866305]
value__partial_autocorrelation__lag_8,0.0016187680927243593,[0.0016187680927243593]
value__partial_autocorrelation__lag_9,0.0003314268585782682,"[0.0003219308164001712, 0.00034092290075636523]"
value__permutation_entropy__dimension_3__tau_1,0.0003718174797461301,"[0.0009576272900345529, 0.00012647493750731983, 3.135021169651754e-05]"
value__permutation_entropy__dimension_4__tau_1,0.00020457482275038405,"[0.0003755735610457655, 3.3576084455002614e-05]"
value__permutation_entropy__dimension_5__tau_1,0.00014068201163172119,"[0.00026340653227555836, 1.795749098788403e-05]"
value__permutation_entropy__dimension_6__tau_1,0.00016705689427193413,"[0.0003148450685086074, 1.9268720035260852e-05]"
value__permutation_entropy__dimension_7__tau_1,5.822924608831213e-05,"[0.00010475130067381952, 1.170719150280474e-05]"
value__quantile__q_0.1,1.0613462134478477e-08,"[1.871142713963921e-09, 1.2255604771308956e-09, 1.6056362575813894e-09, 5.7808081678486176e-08, 9.48452761608789e-09, 1.2303944618288545e-09, 1.4929667179230057e-09, 1.9842083539818174e-08, 3.49893863392047e-09, 8.075289248043987e-09]"
value__quantile__q_0.2,6.536293908835911e-09,"[1.5199843322035753e-09, 6.056508098104785e-10, 1.3088570156873292e-09, 3.874273397907018e-08, 5.754678565967082e-09, 4.668340787530142e-10, 5.577316697768161e-10, 9.44917728074153e-09, 1.460989045179658e-09, 5.49630231116945e-09]"
value__quantile__q_0.3,2.8412411354192046e-09,"[1.5199843322035753e-09, 6.056508098104785e-10, 1.3088570156873292e-09, 1.0200600379939752e-08, 1.686680765879966e-09, 4.2317831492751977e-10, 5.047646543357112e-10, 9.44917728074153e-09, 1.460989045179658e-09, 1.2525287554865284e-09]"
value__quantile__q_0.4,1.0995913788659729e-07,"[7.174518071274804e-08, 1.8233225228396864e-09, 5.818805373019764e-08, 2.256968800207933e-07, 1.2757873928104873e-08, 1.3725138643343996e-08, 1.7262696447160326e-08, 5.831434533908341e-07, 9.449145558448892e-08, 2.075732388546212e-08]"
value__quantile__q_0.7,5.160278659747766e-07,"[5.947931833620144e-08, 1.5696438991862516e-07, 6.992744575431949e-08, 1.5562161689822726e-06, 2.291282539728647e-08, 1.6837318679974049e-07, 3.607811907966622e-07, 1.9269534826685554e-06, 6.58215494913809e-07, 1.8045515618029323e-07]"
value__quantile__q_0.8,3.8739000192234035e-07,"[1.3709904018191183e-07, 1.9943367416792822e-08, 1.1020016874690614e-07, 2.4161365679521525e-06, 1.887076335653526e-08, 8.736267310010125e-09, 1.0917878513946028e-08, 8.471914316814886e-07, 2.2322550065565822e-07, 8.157903340800262e-08]"
value__quantile__q_0.9,2.4974976872563923e-07,"[3.3782705889923116e-07, 1.2515162801826728e-08, 2.683414526324206e-07, 1.302339404382956e-06, 6.533395334952082e-08, 1.3538851039864136e-09, 1.645276763987096e-09, 9.227277271218341e-08, 2.643324623912544e-07, 1.5153625821902588e-07]"
value__range_count__max_1__min_-1,8.182443993473557e-07,"[7.291721092067238e-09, 5.870613213976992e-09, 5.040831444178437e-09, 1.0192713093548426e-06, 8.907999003314318e-10, 7.805463167272134e-08, 1.4979263756752534e-07, 6.7850512956675734e-06, 1.3008447670227602e-07, 1.0956768580629274e-09]"
value__ratio_beyond_r_sigma__r_1.5,0.0006590985690990039,"[0.0006539233992402239, 0.0006642737389577839]"
value__root_mean_square,2.046495878977649e-09,"[1.5199843322035753e-09, 4.4606595815783903e-10, 1.3088570156873292e-09, 6.02164459456049e-09, 1.5199843322035753e-09, 3.1477818686460655e-10, 3.7364008822032e-10, 6.8426474597244575e-09, 9.847309599077577e-10, 1.132625862246542e-09]"
value__sample_entropy,0.00044006378518426047,[0.00044006378518426047]
value__skewness,0.0005883178024852509,[0.0005883178024852509]
value__spkt_welch_density__coeff_2,4.437720706579232e-06,"[1.1960542108279927e-05, 3.1192680241211875e-07, 9.14112163008844e-06, 2.106042918018927e-05, 2.1594877632076445e-07, 5.148746301696029e-10, 6.161086405170453e-10, 1.0196764080799956e-07, 1.158480974914652e-06, 4.256589695084606e-07]"
value__spkt_welch_density__coeff_5,2.1082711517007133e-05,[2.1082711517007133e-05]
value__spkt_welch_density__coeff_8,0.00040085679643014536,"[0.0009826306860567634, 0.0004846889820026667, 0.00013463676896353382, 1.4707486976176171e-06]"
value__standard_deviation,2.046495878977649e-09,"[1.5199843322035753e-09, 4.4606595815783903e-10, 1.3088570156873292e-09, 6.02164459456049e-09, 1.5199843322035753e-09, 3.1477818686460655e-10, 3.7364008822032e-10, 6.8426474597244575e-09, 9.847309599077577e-10, 1.132625862246542e-09]"
value__variance,2.046495878977649e-09,"[1.5199843322035753e-09, 4.4606595815783903e-10, 1.3088570156873292e-09, 6.02164459456049e-09, 1.5199843322035753e-09, 3.1477818686460655e-10, 3.7364008822032e-10, 6.8426474597244575e-09, 9.847309599077577e-10, 1.132625862246542e-09]"
