feature,total__count,total__mean,total__std,total__min,total__25%,total__50%,total__75%,total__max,control__count,control__mean,control__std,control__min,control__25%,control__50%,control__75%,control__max,epah__count,epah__mean,epah__std,epah__min,epah__25%,epah__50%,epah__75%,epah__max,pah__count,pah__mean,pah__std,pah__min,pah__25%,pah__50%,pah__75%,pah__max,anova_notes,f-oneway_stat,f-oneway_pvalue,tukey-HSD_control_epah_pvalue,tukey-HSD_control_pah_pvalue,tukey-HSD_epah_pah_pvalue,jarque-bera_stat,jarque-bera_pvalue,bartlett_stat,bartlett_pvalue
"value_norm__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0",156.0,0.00029425881912667343,5.732873211125856e-05,0.000199896040301,0.000254623101044075,0.0002785906739846,0.000322544917360875,0.0005832853850261,30.0,0.0003273070487621901,4.864408669354161e-05,0.0002446187107557,0.00028561288631737505,0.0003359880254812,0.0003549063064078,0.0004808681617243,65.0,0.0002949386853410232,6.351081833487617e-05,0.0002197811171414,0.0002503448658858,0.000283446856683,0.0003125270193297,0.0005832853850261,61.0,0.0002772811438316214,4.6951926122547376e-05,0.000199896040301,0.0002459478693864,0.0002614476608779,0.0002937315228075,0.0004338900791615,Non-normal residuals! Heteroscedastic samples! ,8.395619382335232,0.00034703699717870593,0.0223,0.001,0.1705,270.2566968974428,2.0630222884385863e-59,6.371727560241757,0.0413425195268547
"value_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0",156.0,0.01202822904439046,0.0008287614120511821,0.0102943369405534,0.0115619901666572,0.012012733075142251,0.012464412595005574,0.0162592569631493,30.0,0.012424248020317693,0.0008235913658956937,0.0112320090662925,0.0120948772410384,0.01231959599819005,0.012624595262124425,0.0157494327884285,65.0,0.012057054889058894,0.000794375408016992,0.0108564225021913,0.0115633011455501,0.0120113368577536,0.0123970200999287,0.0162592569631493,61.0,0.01180274954961565,0.0008014981885679294,0.0102943369405534,0.0113318652945488,0.0118109789144141,0.0123570028259957,0.0149091344172127,Non-normal residuals! ,6.098414070636567,0.002829854268586433,0.099,0.0019,0.1808,342.3769719187562,4.505937696713403e-75,0.05250710699016558,0.9740880748584473
"value_norm__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0",156.0,0.00014943192974701308,4.870396134458496e-05,5.816973809890193e-05,0.000112630591901725,0.00014038994829205001,0.000176221237345425,0.0003205754193574,30.0,0.00017313397218561,3.336247934990787e-05,0.0001089643746971,0.0001383642379333,0.00017797396637090002,0.000202512699497925,0.0002333578281804,65.0,0.00014954832198452801,5.472946669639449e-05,8.43578920955524e-05,0.0001131614170097,0.000138933070575,0.0001677694745769,0.0003205754193574,61.0,0.00013765116304871198,4.441707106040919e-05,5.816973809890193e-05,0.000101952325449,0.0001297618435696,0.0001643774542269,0.0002738317620551,Non-normal residuals! Heteroscedastic samples! ,5.657975166837691,0.0042598632056327695,0.0649,0.0028,0.3385,55.73122258761904,7.908949094484797e-13,9.04842849821469,0.010843231168552988
"value_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0",156.0,4.578488585493836e-06,0.0005864660877397351,-0.0021895749730287,-0.00025759407398435,2.6624441961784503e-05,0.000329618984604775,0.0016752774287382,30.0,-6.048178981532451e-05,0.0007404886968104423,-0.0021895749730287,-0.00031667677920225,-5.67474161356437e-05,0.000171681926678875,0.0016752774287382,65.0,7.850183745125226e-05,0.0006233665147883124,-0.0019026623696804,-0.0003336219899566,9.078037914031652e-05,0.0005477984416162,0.0013912851320684,61.0,-4.2195434762862625e-05,0.0004458057394212609,-0.0018920443326991,-0.0001833737020503,2.4742996467146605e-05,0.0002080969560405,0.000709172538965,Non-normal residuals! Heteroscedastic samples! ,0.893754103468107,0.41124196176137606,0.531,0.9,0.4842,43.645251428439224,3.3308423025654834e-10,11.664693559520737,0.0029311900448529718
"value_norm__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0",156.0,0.00026001999154830435,5.6422119979334223e-05,0.0001642544612757,0.00022105859284925,0.00024647663333265,0.000288480772769125,0.0005511488442976,30.0,0.0002904606123903033,3.9263336360467264e-05,0.0002199739373164,0.00026408760901825,0.00028960951959384996,0.0003139714431498,0.000411952046212,65.0,0.0002632443760947369,6.604046201188354e-05,0.0001836512312321,0.0002271028856843,0.0002469151770165,0.0002730298735501,0.0005511488442976,61.0,0.0002416133748142376,4.480723069768391e-05,0.0001642544612757,0.0002121442649859,0.000230417944745,0.0002648130205978,0.0003871453765215,Non-normal residuals! Heteroscedastic samples! ,8.461388519075909,0.00032707494625597625,0.0605,0.001,0.066,473.62781497910333,1.4224163620431332e-103,14.332569269902312,0.0007721863624375243
"value_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0",156.0,0.011314544154117869,0.0008606259726726027,0.0095684261815194,0.0107996563343892,0.01120448367421735,0.01159395566863995,0.0153877343064144,30.0,0.011714558524660496,0.000844455465564488,0.0106193213781305,0.010946393880321375,0.0116251319918943,0.012221893150277925,0.0142689004262004,65.0,0.01142533484845119,0.0009240015013812584,0.0101291118643955,0.0109350089072942,0.0112217400951461,0.0115976112779622,0.0153877343064144,61.0,0.010999760117266303,0.0006811807966670697,0.0095684261815194,0.010589791034663,0.0109895310592108,0.0113516817229282,0.0142307949701725,Non-normal residuals! ,8.633583061451482,0.0002801431511155498,0.2508,0.001,0.0116,336.59009046222405,8.13561754946929e-74,5.6351852066497,0.059749610720796716
"value_norm__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0",156.0,0.00013160691167308665,4.3056868251697673e-05,5.744150588574505e-05,0.00010031491356784517,0.00012460481573555002,0.0001565348123585,0.0003310900353132,30.0,0.00015307410020372664,2.787975514853203e-05,0.0001005395354833,0.000129221472359925,0.00015906630578655,0.00017492865762822502,0.0002087023184823,65.0,0.00013225422608601555,4.943943735902054e-05,7.723964625903569e-05,9.964104782148068e-05,0.0001215929909755,0.0001430361666099,0.0003310900353132,61.0,0.0001203595167098148,3.8037421159861775e-05,5.744150588574505e-05,8.931723811276827e-05,0.0001135503519914,0.0001413087189409,0.000230235659864,Non-normal residuals! Heteroscedastic samples! ,6.2081986204104425,0.0025564352345536323,0.0643,0.0016,0.2486,140.2559125575713,3.4979658157289217e-31,12.314284940363615,0.0021182977304377675
"value_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.2",156.0,-7.469439027852502e-05,0.001709809843068306,-0.0073454734391486,-0.000555506968573525,0.00018873446032685002,0.00079616201683875,0.0038820998474932,30.0,9.955629971426681e-05,0.0016482146287011285,-0.0048403929736493,-0.00065877094628245,0.0001656059023822,0.0005670284338914751,0.0038339947047726,65.0,-5.169453694898579e-06,0.0020351947530929887,-0.0073454734391486,-0.0004874528187956,0.0002554636645834,0.0013084219386867,0.0038820998474932,61.0,-0.00023447539974933614,0.0013321750409568689,-0.0040534126408698,-0.0005541307563491,0.0001563388542328,0.0006073212933036,0.0013417974931966,Non-normal residuals! Heteroscedastic samples! ,0.4726412056961198,0.6242607506092661,0.9,0.6453,0.7158,162.0490038778226,6.478969104356518e-36,10.714590940871574,0.004713637054981617
"value_norm__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.2",156.0,4.8936422829495545e-05,4.324724329620378e-05,8.570534098192274e-07,2.0144749414637506e-05,3.8572016193327274e-05,6.54941420454586e-05,0.0002508226936208,30.0,4.852439535519443e-05,3.7567455212049914e-05,8.570534098192274e-07,2.127143105148788e-05,4.566756571333613e-05,5.787210235888833e-05,0.0001760226096439,65.0,4.5937406267779933e-05,3.870090404134607e-05,3.707876717513119e-06,2.3536604205148343e-05,3.623904896770258e-05,5.473376549485743e-05,0.0002042641623355,61.0,5.23347326777012e-05,5.030263813453872e-05,1.5041532989835642e-06,1.5501576379353682e-05,4.07830258623197e-05,7.639581395403318e-05,0.0002508226936208,Non-normal residuals! ,0.34304165205435466,0.7101530213247556,0.9,0.9,0.6721,210.8118594752719,1.6702687474366868e-46,5.495592808035332,0.06406888771047364
"value_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2",156.0,0.004275751524434968,0.0022719743700927043,0.0005451876111558,0.0027691628002265503,0.0040517386604478,0.005593504330643825,0.0142462112245085,30.0,0.004051882979615073,0.0022184057161195787,0.0005451876111558,0.002299651076976925,0.0040615997732814,0.004977435595293125,0.008617878463673,65.0,0.004360570754899117,0.0020620959416785597,0.0009293007150099,0.0030384799618543,0.004003056936938,0.005364558421696,0.0108497867023266,61.0,0.004295469661556727,0.0025272939256353183,0.0007414798722264,0.0025796537111546,0.0044401317623721,0.0057018661462562,0.0142462112245085,Non-normal residuals! ,0.19121395555451287,0.8261529272700542,0.7944,0.871,0.9,35.90936511800981,1.59360410687068e-08,2.5895737383956194,0.2739562466243002
"value_norm__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2",156.0,2.8435881976126536e-05,2.7452657196467708e-05,6.547030579128425e-07,1.1902856991902243e-05,2.1794055318105333e-05,3.4663786034656746e-05,0.0001809724886275,30.0,2.9985329087766652e-05,2.4748140158537114e-05,6.547030579128425e-07,1.5643889146984155e-05,2.646492057525223e-05,3.51621153032948e-05,0.0001251841845686,65.0,2.6814329415800967e-05,2.9029308939662812e-05,2.0559131508401213e-06,1.216005848793833e-05,2.055793848613524e-05,2.9890863401811103e-05,0.0001809724886275,61.0,2.940174268222421e-05,2.733165583207568e-05,9.686913996649295e-07,8.449002055069795e-06,2.122834845860574e-05,4.30334329729716e-05,0.0001330920076861,Non-normal residuals! ,0.19686603582831105,0.8215083634608877,0.8468,0.9,0.8437,656.1212585775284,3.3502635332488556e-143,0.9814735599757644,0.6121751895568138
"value_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.2",156.0,-4.874793854597607e-05,0.0010083828815293577,-0.0044219812083811,-0.00033623734862847497,6.355782888289634e-05,0.00041163280211855,0.0025479955513937,30.0,3.3521963603493086e-05,0.0010762243476921383,-0.0031826670884857,-0.00051402074042105,2.8964429531634923e-05,0.000310800763146725,0.0023801899637534,65.0,3.253470704501312e-05,0.001174045826726454,-0.0044219812083811,-0.0003349038510692,0.0001112225933886,0.0007784132136658,0.0025479955513937,61.0,-0.00017582120129840836,0.0007548292010897581,-0.0021322610313568,-0.0001518838509261,3.4260234995309733e-06,0.0002807002233493,0.0008106406337748,Non-normal residuals! Heteroscedastic samples! ,0.7932378623340555,0.4542291456702322,0.9,0.6129,0.482,165.88481192500808,9.518549543083281e-37,11.797458390079543,0.0027429283317963434
"value_norm__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.2",156.0,0.0002018532106268215,8.379307548560406e-05,2.355623803238154e-05,0.00013634296946955,0.0001955264855454,0.000252941910281025,0.0004424965740236,30.0,0.00018604687556859757,7.674451937798402e-05,6.223428947775042e-05,0.000128067480137175,0.0001894476378756,0.00024424610385085,0.000313336828833,65.0,0.00016416948387922925,6.196498752469261e-05,2.355623803238154e-05,0.0001276677276705,0.0001664234468764,0.0002076072386945,0.000314787840394,61.0,0.00024978160882911985,8.483649520422519e-05,8.278471745295485e-05,0.000184515149192,0.0002461817106619,0.0003136453184731,0.0004424965740236,Heteroscedastic samples! ,21.63457573177216,5.317567658524528e-09,0.3815,0.001,0.001,1.6431938385854425,0.4397288819846402,6.060955011410069,0.0482925726406089
"value_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2",156.0,0.009664195632322735,0.003011958389310364,0.0022846825789686,0.00734395809427395,0.009812280113083199,0.011864740650859625,0.0179497823843162,30.0,0.008726431223081086,0.0029069861807569926,0.0034804087761192,0.006737306730308975,0.008761247321061,0.011159926321403125,0.0137290085718538,65.0,0.008752745076250545,0.0026248601218445146,0.0022846825789686,0.0069538162893704,0.0087415806997959,0.0106614358785894,0.014000553993974,61.0,0.01109660904907588,0.002928547348063457,0.0039038570625981,0.009001815767617,0.0112393891203134,0.0126809414872547,0.0179497823843162,,13.096633648795349,5.620634060701593e-06,0.9,0.001,0.001,1.7453131586790915,0.4178400482666016,0.8361119866951051,0.6583253655518029
"value_norm__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2",156.0,0.00010045548744809327,3.710429138697797e-05,1.895990200679508e-05,7.681444161659513e-05,9.869594485642933e-05,0.00011669451684275,0.00022953242068,30.0,0.00010284816458455807,3.4014887813665734e-05,4.848989520197994e-05,7.519100183958359e-05,0.0001038309358757,0.000117561230789575,0.0001785514014661,65.0,8.213328137685481e-05,2.4632160780442244e-05,1.895990200679508e-05,6.949997994678189e-05,8.298248706539949e-05,9.957452378436352e-05,0.00012539766921,61.0,0.00011880242319459413,4.051384501988044e-05,4.4202203332053046e-05,9.55389702609969e-05,0.0001096396894269,0.0001373582497355,0.00022953242068,Non-normal residuals! Heteroscedastic samples! ,19.039424074985526,4.1317062608348e-08,0.0155,0.0852,0.001,18.372927908952207,0.00010241637413539755,14.766662778695393,0.0006215268852207939
"value_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2",156.0,-5.331394069571392e-05,0.0006965652667161073,-0.0030775307942161,-0.00025425252892215,4.427585768899066e-05,0.00025039025707895,0.0016360569814968,30.0,-1.8001320656012877e-05,0.0006920356387813257,-0.0020309149778068,-0.000291241530962525,-2.1049339164634808e-05,0.00012168438998711104,0.0015007956960655,65.0,2.5672028121965622e-06,0.0007745620169164209,-0.0028802523185305,-0.0002530122894626,8.676896540923111e-05,0.0005012152152947,0.0016360569814968,61.0,-0.00013022628379743878,0.0006099208908582616,-0.0030775307942161,-0.0001854100567373,4.966411512099369e-05,0.0001809309476363,0.0005629924034752,Non-normal residuals! ,0.616500480984409,0.541165782047768,0.9,0.7324,0.5346,204.58547658915535,3.7568877559012497e-45,3.457097673549134,0.1775418653457748
"value_norm__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2",156.0,0.00038125672758148124,6.806484374911917e-05,0.0002623365687373,0.000326498856243025,0.00036718072048245,0.000419874877219675,0.0006216043936047,30.0,0.00041862496611474667,6.484465172688153e-05,0.0003130091522048,0.00036788776272515,0.00043908817632160003,0.0004551440884767,0.0006216043936047,65.0,0.000381369653890263,7.119971527066386e-05,0.0002814940985396,0.0003249129295078,0.0003720547314978,0.0004094447527849,0.0005924343962428,61.0,0.0003627585740393706,5.901136709825442e-05,0.0002623365687373,0.0003242392496025,0.0003477057798285,0.0003879975014868,0.0005675976182723,Non-normal residuals! ,7.327020521836858,0.0009145795296650961,0.0291,0.001,0.2511,48.257036996731706,3.3198431059529486e-11,2.1465566603010497,0.34188586347477445
"value_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2",156.0,0.014703857182558027,0.0008395820220628938,0.0125276580382901,0.014292289536279526,0.014800550462581899,0.0150448130559676,0.0189700240841142,30.0,0.014752676190075666,0.0011364951215541213,0.0129000568273862,0.0139865560630256,0.014849012381774999,0.01528239383442925,0.0189700240841142,65.0,0.014722875770786233,0.0007587215080117332,0.0125276580382901,0.0142982172330714,0.014803369789486,0.0151430554736287,0.016161576119201,61.0,0.01465958212583076,0.0007609802025079013,0.0128573525475499,0.0143949244640487,0.0147956612980787,0.0149392763103255,0.0184361642249208,Non-normal residuals! Heteroscedastic samples! ,0.15054298477538444,0.860368017975276,0.9,0.8617,0.9,228.02154247066883,3.0602096122939147e-50,8.793655739694854,0.012316347058346232
"value_norm__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2",156.0,0.0001648378674117299,6.564295310249373e-05,4.232927179248559e-05,0.0001153065906206,0.00015132188698025,0.00020296827415039998,0.0004075707297312,30.0,0.00020019821781829336,4.586824994531459e-05,0.0001251465760942,0.00015126224337955,0.00020350178832499998,0.000239229688406225,0.0002632848992421,65.0,0.00016463050384872116,7.215613712022826e-05,7.018249128399824e-05,0.0001159332686354,0.0001507574149301,0.0001811178662974,0.0004075707297312,61.0,0.0001476684923199049,6.030058122632332e-05,4.232927179248559e-05,9.698560822426598e-05,0.0001325182126356,0.0001827355661945,0.0003368614029505,Non-normal residuals! Heteroscedastic samples! ,6.932411519130228,0.001312163197527947,0.0316,0.001,0.2924,48.844387024150116,2.475005234231541e-11,7.507576318556617,0.02342882541756684
"value_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2",156.0,-4.0223864692621336e-05,0.000524578037379354,-0.0023470824650537,-0.000182205404251425,2.413714601932657e-05,0.000189432640556025,0.0012731349562754,30.0,8.311766562205086e-06,0.0005169619060900791,-0.0015220708869302,-0.00021214908054014998,1.6240650651147673e-05,0.00011676683361582002,0.0011089753748899,65.0,5.726042845124609e-06,0.0005843097220384558,-0.0021729627972202,-0.0002026868465508,5.876182234204525e-05,0.0003543271323537,0.0012731349562754,61.0,-0.00011305686350570785,0.0004568141802824348,-0.0023470824650537,-0.0001402653939818,1.9713657766352567e-05,0.0001030230164274,0.0003971104723872,Non-normal residuals! ,0.9652828070744489,0.38318263461635926,0.9,0.5514,0.416,225.02768096591265,1.367287805678601e-49,3.67487540942744,0.159224885041341
"value_norm__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2",156.0,0.0003161962622553711,6.367386624618378e-05,0.0002018318359655,0.0002693968801398,0.0003042808583447,0.00034789908822345,0.0006332472144803,30.0,0.0003491417917464467,4.835611627039021e-05,0.0002491824242418,0.0003206361993487,0.00035568495069495,0.000376354272250675,0.0004992606949683,65.0,0.0003196567142814062,7.149297996893448e-05,0.0002282841640727,0.0002701075530312,0.0003043737823935,0.0003365961141913,0.0006332472144803,61.0,0.00029630617592054254,5.416363925116401e-05,0.0002018318359655,0.0002585311184776,0.0002854598132868,0.0003220925682531,0.0004754839937781,Non-normal residuals! Heteroscedastic samples! ,7.700627795368428,0.0006508442551137363,0.0768,0.001,0.0845,214.67258537417268,2.423485234460469e-47,7.781088787061926,0.02043421875290211
"value_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2",156.0,0.013129182929650544,0.0007884137663601621,0.0110142652272828,0.012619105985736775,0.0129749704841158,0.01345772621039295,0.0166862362786951,30.0,0.013271377806529646,0.0009946417839921994,0.0110142652272828,0.012615708479072325,0.0131635360355054,0.013721461615794675,0.0162897586694641,65.0,0.01325346904370013,0.0007160832284234351,0.0122337824358383,0.0127092090022864,0.0131047816622704,0.0136800833253787,0.015433689834369,61.0,0.012926814999821092,0.0007156697871614461,0.011493835611782,0.0125585565980196,0.0128999252275667,0.0132017996850389,0.0166862362786951,Non-normal residuals! ,3.4076819269051954,0.03565143978579675,0.9,0.1182,0.0509,185.16725118412276,6.186461161414749e-41,5.71835000773381,0.057316026265686354
"value_norm__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2",156.0,0.00014347824226827754,5.2914777938139175e-05,5.49017089810317e-05,0.00010404059606805,0.00013451232193644998,0.000177041872789325,0.0003975632550288,30.0,0.00017231439803766667,3.6474594741285656e-05,0.0001102645622278,0.0001357361349878,0.00018092331057995,0.000202909153292275,0.0002344987767281,65.0,0.00014383358430465246,5.979211681381711e-05,7.4341823095458e-05,0.0001019867863311,0.0001352853522598,0.0001555147190306,0.0003975632550288,61.0,0.00012891788316260472,4.631811151469086e-05,5.49017089810317e-05,9.002962603093743e-05,0.0001172627052155,0.0001584893050005,0.0002703176582067,Non-normal residuals! Heteroscedastic samples! ,7.316891494725001,0.000923073324436944,0.0326,0.001,0.2306,145.55274986669266,2.4752664392854785e-32,9.83009393849014,0.007335373347373728
"value_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.4",156.0,0.00013230461565703842,0.000619570951165227,-0.0041665427716807,-7.835038653351505e-05,0.00012022080118924999,0.000355477352951925,0.0029016625530007,30.0,0.0001469875919596014,0.0008418394011765285,-0.0027078337274226,-5.401735084161339e-05,0.00017979750593545,0.000354869304011425,0.0029016625530007,65.0,0.00022664743374425063,0.0004886443203716298,-0.0012687864634814,3.442215328759089e-05,0.0001492146307113,0.0003740765142667,0.0019402134019413,61.0,2.455424738251913e-05,0.0006106381768583559,-0.0041665427716807,-0.000102792987237,5.157251768664173e-05,0.0003262849761835,0.0008868113474075,Non-normal residuals! Heteroscedastic samples! ,1.6996700530073237,0.18617585609271023,0.8099,0.6355,0.1609,2272.893845015035,0.0,12.844298941373072,0.0016251592456374005
"value_norm__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.4",156.0,0.0003508327485980294,0.00015865854690062898,6.298864415937024e-06,0.00024111105013735002,0.0003471310736115,0.000438740847302,0.0008096030505511,30.0,0.00031903079702252663,0.0001295389210271241,0.0001072416336169,0.000216117856624025,0.0003231180108989,0.00041611365582722496,0.0005315653829627,65.0,0.0002781335944563939,0.00012977314189377954,6.298864415937024e-06,0.0001971814372375,0.000300625563058,0.0003616093306624,0.00059389958811,61.0,0.00044393936444182293,0.00015462905652439322,0.000152556838034,0.0003347101063664,0.0004204327172693,0.000575156022473,0.0008096030505511,,23.02540458777063,1.8119761669263797e-09,0.3857,0.001,0.001,1.4906773509558804,0.4745735462971805,2.2780626444980134,0.32012897348448766
"value_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4",156.0,0.014940024684195351,0.005216333243402331,0.001473323475797,0.011827100046967125,0.01540143492769455,0.0185952990483763,0.0267524633285865,30.0,0.013264515043399016,0.004255628708188132,0.0059158736998529,0.009954575846962424,0.013864523852082401,0.016332685668141153,0.0199490641501073,65.0,0.013039374705538618,0.005031384546166514,0.001473323475797,0.0105570662367388,0.0142556341051757,0.0166221147810947,0.023171959050072,61.0,0.01778932858315562,0.004578863487283836,0.0066374949303061,0.0149499381754789,0.0181227767278086,0.0203148525425019,0.0267524633285865,,18.303057649471228,7.467761149356433e-08,0.9,0.001,0.001,5.401629751586345,0.06715077090117912,1.2226266437931954,0.5426377428652426
"value_norm__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4",156.0,0.00010099161443527796,5.1920924100499706e-05,4.585124545162868e-06,6.556111320882001e-05,9.684413151932829e-05,0.00013161742257170001,0.0002776321827368,30.0,0.00012628341698440245,3.490008207254876e-05,7.249844618605811e-05,9.893367005133707e-05,0.0001267171293161,0.00014674118761702498,0.0002020216894057,65.0,8.346939911969817e-05,3.86602349461619e-05,4.585124545162868e-06,5.583316812104698e-05,8.769307178839729e-05,0.0001029481338649,0.0001675771247194,61.0,0.00010722423605886744,6.394683578770895e-05,1.1272944633538722e-05,6.63189440198088e-05,9.695848828164968e-05,0.0001428155239409,0.0002776321827368,Non-normal residuals! Heteroscedastic samples! ,8.43947553360754,0.00033359328206099655,0.001,0.2,0.0217,21.33624817098416,2.3275154763182958e-05,21.54792492840807,2.0937631575326532e-05
"value_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.4",156.0,3.35537622399773e-05,0.00044488559543431964,-0.0046345925505269,-1.0614579130331109e-05,5.6151716464992625e-05,0.000107255746645175,0.0013800153890232,30.0,1.1846260447515901e-05,0.0004033610530129997,-0.0014363121911372,-7.054849370132103e-05,-4.4283239821105314e-06,7.798989742820118e-05,0.0013800153890232,65.0,8.280758800069815e-05,0.00022655180526764713,-0.0005610666104319,-9.296431857548429e-06,5.247488211534306e-05,0.0001040041575675,0.0007804103387533,61.0,-8.254002033350763e-06,0.0006109623694081361,-0.0046345925505269,1.5291595875225474e-05,6.729061855955456e-05,0.0001078017324944,0.0003707763917143,Non-normal residuals! Heteroscedastic samples! ,0.7006971210192164,0.4978245436526312,0.7321,0.9,0.4888,38796.37687911701,0.0,54.04633486444,1.8364854869893107e-12
"value_norm__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.4",156.0,0.0005452378343567474,0.00010735155092455032,0.0002641739205934,0.00046708034293215,0.0005291496779516499,0.0006077236277788,0.0008859431916521,30.0,0.0006019766322682233,0.00010468863690638763,0.0004090373124348,0.0005053261837360749,0.0006408125511546501,0.000666681838922425,0.0008859431916521,65.0,0.0005470889706450213,0.00010505252955844635,0.0003829332533725,0.0004741909488355,0.0005376363020277,0.0005932794103891,0.0008634845183116,61.0,0.0005153609852406475,0.00010090306006386798,0.0002641739205934,0.0004517789503151,0.0005035414465822,0.000551827351188,0.0008225048862321,Non-normal residuals! ,7.076811300435045,0.001149572269373765,0.0454,0.001,0.2006,26.479069506930827,1.7788655052394214e-06,0.11091284760823873,0.9460532481738805
"value_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4",156.0,0.019855223774943302,0.0014724406885561643,0.0145556194295183,0.0192142158955761,0.020008745774877698,0.020641053830255572,0.0259034731108553,30.0,0.020047097535176875,0.001814354185666435,0.0167383588286777,0.01887019599173175,0.0202042404705206,0.021221542777032976,0.0259034731108553,65.0,0.019857136722396994,0.001281603479046162,0.0145556194295183,0.0195731472383088,0.0200696344746038,0.0205543289931476,0.0222289222647085,61.0,0.01975882124393516,0.0014932961859671755,0.0150645271737158,0.0191269652144829,0.0197164409496649,0.0206431012810651,0.0253239925507516,Non-normal residuals! ,0.38243117775133045,0.6828511042671888,0.8116,0.6445,0.9,83.44439162448913,7.590678297258849e-19,5.141441064436906,0.0764804189601583
"value_norm__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4",156.0,0.0001490515198907982,8.906882727675706e-05,2.6357791664888e-05,7.700962205014827e-05,0.00014160794026285,0.0001991531671078,0.0005393914398381,30.0,0.00019706577807765066,5.1677606664853004e-05,9.7966376005519e-05,0.000150541388302575,0.0002005761366448,0.00024618276073867497,0.0002732787663605,65.0,0.00015122324689201033,0.00010474691833902013,2.6357791664888e-05,7.503303307390388e-05,0.000134760321868,0.0001636305276624,0.0005393914398381,61.0,0.0001231238149615464,7.522529348908157e-05,3.5226673375777235e-05,5.8031875298649554e-05,0.0001017472409027,0.0001815450612638,0.0003631539295995,Non-normal residuals! Heteroscedastic samples! ,7.551340443293256,0.0007454774815057947,0.0429,0.001,0.1593,113.49929884148594,2.2591257543999213e-25,18.489756510191373,9.660517419396908e-05
"value_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.4",156.0,2.1655442870616382e-05,0.00029727716671706423,-0.0031286961732041,2.2764606881567573e-06,3.169516019043789e-05,6.348400924728609e-05,0.0009277061881272,30.0,3.68711900302205e-05,0.00026419142597007507,-0.0009350697885575,1.1723897126603672e-06,4.37838247684583e-05,7.732562194919928e-05,0.0009277061881272,65.0,5.9840820423447755e-05,0.00014864402313206212,-0.000402464352165,7.406110790399179e-06,4.134089511713879e-05,6.862728919343028e-05,0.0005317844931476,61.0,-2.65170482067961e-05,0.00040858387674660036,-0.0031286961732041,-1.6222738304919924e-06,2.0171617998152548e-05,4.405404223246816e-05,0.0002831357847484,Non-normal residuals! Heteroscedastic samples! ,1.3832308034320668,0.2538849356043928,0.9,0.5964,0.235,41370.58911461374,0.0,56.08001979893394,6.643216836190678e-13
"value_norm__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4",156.0,0.00040290321341848127,8.7063737347426e-05,0.0001829285145405,0.000342356997803775,0.00038489142000755,0.00044432226300025003,0.0008098840258726,30.0,0.00044694442294639336,6.859526391222976e-05,0.0003122690160058,0.00040417551830102504,0.0004574360636982,0.00048776437750947503,0.0006326732728988,65.0,0.0004085598379190428,9.21816661747589e-05,0.0002830383198722,0.0003485648550139,0.0003861509260241,0.0004314376062124,0.0008098840258726,61.0,0.0003752160514779262,8.037342283893136e-05,0.0001829285145405,0.0003203360259424,0.0003656546034687,0.0004024616336085,0.0006139620898292,Non-normal residuals! ,7.667302236289924,0.0006708557351365533,0.097,0.001,0.068,138.4169411058748,8.772899170137232e-31,3.4500409916333936,0.17816940000811207
