feature,total__count,total__mean,total__std,total__min,total__25%,total__50%,total__75%,total__max,control__count,control__mean,control__std,control__min,control__25%,control__50%,control__75%,control__max,epah__count,epah__mean,epah__std,epah__min,epah__25%,epah__50%,epah__75%,epah__max,pah__count,pah__mean,pah__std,pah__min,pah__25%,pah__50%,pah__75%,pah__max,test_notes,t-test_control_epah,wilcoxon_control_epah,t-test_control_pah,wilcoxon_control_pah,t-test_epah_pah,wilcoxon_epah_pah
"value__fft_coefficient__attr_""imag""__coeff_24",156.0,0.056073464892161175,4.752882799775669,-30.68004466629176,-1.6498532096030325,0.3293103835963071,2.642737891990666,11.63227225297624,30.0,-0.0974520869580113,3.7162972110577934,-9.214821752699647,-1.4320507881834879,-0.40229401737915754,1.2049924869463264,10.60243705100701,65.0,0.5939120280227213,4.4464690723276705,-14.946695542759748,-1.6016253142436243,0.5704888224931629,3.174250379952218,11.63227225297624,61.0,-0.4415288309763833,5.478678796075049,-30.68004466629176,-1.7945368956812568,0.4770878948001752,2.6036504679485977,7.1871954460952345,,0.46111026117434495,0.12365131568410809,0.7571032582727688,0.23261062233835117,0.2450238742910107,0.23350066348071574
"value__fft_coefficient__attr_""imag""__coeff_25",156.0,0.025817370087754244,4.497033330575551,-28.999687853016106,-1.551080816780571,0.27003292718442395,2.551639595154244,11.208643590660314,30.0,-0.19626426599117894,3.4590459424709987,-8.690359513684871,-1.4738574771214599,-0.25562179660700984,1.0851317692470541,9.899111142423957,65.0,0.5719127118810978,4.2258605724890534,-14.2015258733685,-1.4134430372059823,0.6432447118565535,2.908680740401091,11.208643590660314,61.0,-0.4468670255548571,5.180458909597569,-28.999687853016106,-1.529596785531467,0.329848698341424,2.1683213689066307,6.813658286809205,,0.3867997517255888,0.09125492845010996,0.811157321020691,0.2076216177308574,0.22748563714603987,0.20192553456968781
"value__fft_coefficient__attr_""imag""__coeff_26",156.0,0.005880618676899736,4.310216056737827,-27.460538821248065,-1.6647106532706193,0.2050126037901566,2.2534370772192,10.683534139352876,30.0,-0.14725653846076983,3.304223344057848,-8.423697518336912,-1.4658119195065418,-0.23646483008598584,1.3546146487562827,9.508648525924158,65.0,0.5370918261051403,4.081041094354729,-13.794126491808251,-1.3820716065875958,0.600215483575278,3.015281266126581,10.683534139352876,61.0,-0.4848507545805687,4.938482414510839,-27.460538821248065,-1.8941571988906345,0.2129873958511826,1.9901202430284104,6.455832804748804,,0.4233616829764991,0.10804539978293809,0.7357637598287455,0.28152695743544087,0.2066954658316843,0.1718088794311891
"value__fft_coefficient__attr_""imag""__coeff_27",156.0,0.018402310827952028,4.143554949427466,-26.434841974655697,-1.4008477402431576,0.24264599339719506,2.2041558341541423,10.31285963177206,30.0,-0.0651925806046308,3.2379143810925926,-8.091943659676012,-1.2484671625988315,-0.18659700219212866,1.3227855318409274,9.316987028881975,65.0,0.4979422383943179,3.932302927444449,-13.344622429366952,-1.3775947037401055,0.6086470918614721,2.829047558554328,10.31285963177206,61.0,-0.45147061620215123,4.723887553725249,-26.434841974655697,-1.4706068497523137,0.2387732326887997,1.8405239392440789,6.146546594166352,,0.49563509872480227,0.1425674097074261,0.6877900184258785,0.28725345472778474,0.22138987860402928,0.19244140875386895
"value__fft_coefficient__attr_""imag""__coeff_28",156.0,0.026510931917376707,4.00624192803437,-25.795197868440823,-1.3019133400221654,0.24121221565645273,2.173426050990836,9.932083344792067,30.0,-0.08399081452406519,3.1009398207483496,-7.827795611073907,-1.0777197973138535,-0.20937877992856554,1.0478953067681318,8.960966361487541,65.0,0.5125359727268767,3.7930669746835406,-12.804183757741614,-1.3352422633264769,0.6209041181869943,2.6792094593037445,9.932083344792067,61.0,-0.4370394821707258,4.581244212917107,-25.795197868440823,-1.290803698920728,0.2449033035301943,1.809524318527172,5.9426961947180095,,0.4536579942021537,0.10953898114344868,0.7042322447379692,0.26468553079225554,0.20631852252152091,0.1718088794311891
"value__fft_coefficient__attr_""imag""__coeff_29",156.0,-0.007350904280817912,3.847530491768807,-25.20019513946864,-1.208592760010309,0.19662541091335745,2.08232515426699,9.415171859749618,30.0,-0.13054487547896285,2.9524912241149055,-7.389857875361407,-1.0107952951355652,-0.17039822464180843,0.891809941754369,8.616558680633975,65.0,0.4746525272618947,3.6032595093029345,-12.173186697485257,-1.1574301374613842,0.4886513161336253,2.4335114943413183,9.415171859749618,61.0,-0.46037391926986687,4.439827133043782,-25.20019513946864,-1.3620806276570836,0.312508136342412,1.74509610093146,5.704060033487895,,0.4238992667895247,0.10510234320694034,0.7135354701131271,0.24570627098748155,0.1954664128276427,0.1718088794311891
"value__fft_coefficient__attr_""imag""__coeff_30",156.0,0.002200220655440963,3.6933327767161988,-24.040221306819667,-1.17239841539095,0.2226569445390208,1.9169614150340202,9.289684484480484,30.0,-0.1390085764294274,2.8075083999299926,-7.161944815074219,-1.0888724120808433,-0.288698582472879,1.0733593330793967,8.239980611993431,65.0,0.4698806144965796,3.4786594325795357,-11.844484325124911,-1.1464461031432511,0.5244768274237336,2.394756185743713,9.289684484480484,61.0,-0.42670079060895205,4.252887985351274,-24.040221306819667,-1.2502553521340467,0.3149571865264627,1.6314918210618992,5.6169672764582215,,0.4030683500407385,0.09257554745262353,0.7378225346914389,0.23261062233835117,0.19644911510957253,0.17556588227228187
"value__fft_coefficient__attr_""imag""__coeff_31",156.0,0.004253870949788967,3.5526257756917086,-23.007735997817484,-1.1118111377061461,0.24929367538307995,1.9040583969388287,8.882538908622976,30.0,-0.07114229199502087,2.7503864926248904,-6.821159384388545,-1.1528846042241918,-0.18969414537102636,1.078169868949004,7.779061558385765,65.0,0.41215570966387993,3.36437307646211,-11.336467873778895,-1.2472235366915192,0.4881710747289897,2.3550186844430927,8.882538908622976,61.0,-0.3933155491825327,4.065834167397965,-23.007735997817484,-0.9835566995704792,0.2602389962549014,1.5144961307204878,5.190136463987381,,0.4935765285202648,0.12695304456887785,0.6962682354252272,0.26468553079225554,0.22685822570759262,0.22026408084597415
"value__fft_coefficient__attr_""imag""__coeff_32",156.0,-0.002696174502932307,3.4348319114285712,-21.990897579855314,-1.1874458950905449,0.24023410352953178,1.8640596643454745,8.753015716968852,30.0,-0.04516357501677047,2.681380141201683,-6.73884595252196,-1.2137780170852102,-0.1566696556636884,1.2114766633322698,7.517169595097428,65.0,0.40116864984901773,3.268361820275294,-11.167472673621385,-1.1441084348992685,0.3523906366133284,2.3245896549415708,8.753015716968852,61.0,-0.4121583313465651,3.9065188035147385,-21.990897579855314,-1.1201116626685164,0.2603321989280162,1.5651532766641163,5.020498671228779,,0.515444900761443,0.14437926053340722,0.6444449289170056,0.2901372272410403,0.20631540253630734,0.1978271145872213
"value__fft_coefficient__attr_""imag""__coeff_33",156.0,-0.004702993905147459,3.302617730132857,-21.40486345704449,-1.1150645581707908,0.21460555663398623,1.7910531935993113,8.342631056254811,30.0,-0.10048947837085725,2.5399744807463325,-6.426272547015085,-1.0338517967345155,-0.21944287471094354,0.8508700006434026,7.433313439137899,65.0,0.39721336289005393,3.138824953650545,-10.91696952038739,-1.094381934687067,0.5421736208012572,2.201609695032629,8.342631056254811,61.0,-0.38586641452345555,3.771287548214734,-21.40486345704449,-1.137100085488132,0.2456096478089482,1.341956090340923,4.800385670889815,,0.44889189505004745,0.10804539978293809,0.7090788172940609,0.253749697954618,0.20651734774326003,0.19244140875386895
