feature,total__count,total__mean,total__std,total__min,total__25%,total__50%,total__75%,total__max,control__count,control__mean,control__std,control__min,control__25%,control__50%,control__75%,control__max,epah__count,epah__mean,epah__std,epah__min,epah__25%,epah__50%,epah__75%,epah__max,pah__count,pah__mean,pah__std,pah__min,pah__25%,pah__50%,pah__75%,pah__max,t-test_control_epah,wilcoxon_control_epah,t-test_control_pah,wilcoxon_control_pah,t-test_epah_pah,wilcoxon_epah_pah
"value__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",156.0,-29.65147698887856,20.71337995504284,-85.94994076968617,-40.03705817079117,-25.326762805840207,-13.465135582875464,18.91655423784071,30.0,-11.473649316043456,4.348021251248805,-20.854088353452887,-13.764414776915432,-10.99622127527025,-7.60527260276142,-5.51119676565725,65.0,-21.28784415108009,10.252873577991028,-56.40584671650672,-27.41357823715856,-20.32125102473148,-13.371906771078237,2.5745434038193418,61.0,-47.50346001579585,20.54496942133531,-85.94994076968617,-61.87354184131989,-44.74846073423787,-33.78290848166091,18.91655423784071,2.409603442244246e-06,6.496091710102741e-07,3.8799660167530845e-15,4.956156940827824e-14,1.4539231785196437e-15,3.320814266900971e-15
"value__cwt_coefficients__coeff_8__w_2__widths_(2, 5, 10, 20)",156.0,-0.0669989459421818,0.179091087385509,-0.6717136467685205,-0.0857958207259859,-0.0131406246414492,0.0264462292179604,0.3572371685190614,30.0,-0.0145799185024186,0.1144326209680479,-0.5951293488685327,-0.0147136723727307,0.000616169805217,0.0208027653516899,0.07852787967264,65.0,-0.0255821879049575,0.0999252437683642,-0.4460635328856228,-0.0759966681914612,-0.011452575664554,0.0307968147598829,0.1461687610449442,61.0,-0.136911406525993,0.2401573860914774,-0.6717136467685205,-0.204258639375805,-0.0440144054620947,0.0121213137485618,0.3572371685190614,0.635012323451887,0.1499075933569377,0.0097647012584608,0.0028468434962941,0.0008074149629475,0.005724328181557
"value__cwt_coefficients__coeff_8__w_5__widths_(2, 5, 10, 20)",156.0,-9.40028627606456,4.750525828154818,-26.25360633847441,-12.097679200627224,-8.541703236535952,-6.306485209161616,5.007730387621631,30.0,-5.556282983966926,1.7185707847888094,-9.772548306873452,-6.925402261741121,-5.28874711678978,-4.674437460361047,-2.5608986110694785,65.0,-7.642501976648314,2.5857774650307013,-14.11173600558296,-9.422507630268475,-7.828572377895976,-5.9997564586028105,-0.0577585804104893,61.0,-13.163828542047918,4.9602479407315805,-26.25360633847441,-15.660805892958065,-12.752143743294052,-10.20646480042787,5.007730387621631,0.0001172699691136,2.4196877478750648e-05,2.2029645531446506e-12,3.26839334907107e-13,1.2574743242296488e-12,1.6271811724161271e-13
"value__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)",156.0,-19.158697589765403,10.448553056393076,-50.79014112406068,-24.10628131073248,-17.582525549147803,-11.874715155462768,15.909561797704209,30.0,-10.569460188204454,3.317535159462272,-19.11423176919888,-12.807253862680774,-10.064346273124526,-8.622300227970644,-5.263125269037802,65.0,-15.075520880083069,5.455279446038457,-27.588031519250592,-18.594232112383786,-14.894691016984009,-11.582168062617082,1.5028722965987826,61.0,-27.733838707407717,10.735776066806991,-50.79014112406068,-35.42906830258512,-25.70452561514168,-20.75576703051189,15.909561797704209,6.70960907452872e-05,7.272458349503358e-06,3.402071582126023e-13,1.2828129867080224e-13,7.826047530428707e-14,1.2187863064838464e-14
"value__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)",156.0,-31.89407648070438,21.65509029601481,-90.38100022522995,-43.81361491737366,-27.379025630153517,-14.860120923823173,15.957869703131646,30.0,-12.646429700793783,4.660612852646965,-22.55816443664324,-15.05999898882538,-12.216660481519805,-8.391083757028468,-6.154294679923787,65.0,-23.11591108981097,10.834232390965056,-58.579402636663815,-29.77102210784077,-22.07284995438522,-14.638217990813144,2.216591596479671,61.0,-50.71391506767793,21.14068114064932,-90.38100022522995,-64.52454388789427,-47.81157568105368,-36.78563434420637,15.957869703131646,2.0249828743140244e-06,6.762928868072352e-07,1.2070268958368386e-15,4.956156940827824e-14,6.071186745726086e-16,2.435935020677724e-15
"value__cwt_coefficients__coeff_9__w_2__widths_(2, 5, 10, 20)",156.0,-0.0636072954609341,0.1890255948228661,-0.7354195486815938,-0.083732172940185,-0.0009203614077409,0.0302530731188164,0.3831681076034539,30.0,-0.0053737553718726,0.1174462894328887,-0.6024347573620921,-0.0067172618045952,0.0066684371889022,0.0455479983941239,0.0782218330713453,65.0,-0.0175070019926453,0.1078595652261138,-0.4884374703406502,-0.0667260033936996,0.0012403980925623,0.0382373300852904,0.1471200283591267,61.0,-0.1413700049381574,0.251161945484634,-0.7354195486815938,-0.2808392232224115,-0.0198824228564058,0.0162464218529798,0.3831681076034539,0.621408881625773,0.1991458783135423,0.0060490038286382,0.0030757761791801,0.0004050566780287,0.0030394890932358
"value__cwt_coefficients__coeff_9__w_5__widths_(2, 5, 10, 20)",156.0,-7.6403924897259134,3.9444560142792127,-21.86098851498083,-9.610124065992144,-6.992573386199355,-4.995278738847877,2.815835246719229,30.0,-4.440521382759087,1.398852362939334,-7.741525816021861,-5.517868906141428,-4.18550000388658,-3.653485744802362,-1.9180286866896568,65.0,-6.134636795833472,2.1473689782253023,-11.198432492904512,-7.530846943563588,-6.203256780437028,-4.735377150081444,0.2803591422303703,61.0,-10.818593363693331,4.060032927725859,-21.86098851498083,-12.718951137537683,-10.33472450953444,-8.406247817364308,2.815835246719229,0.0001541901608358,2.9696008605153047e-05,8.526425319087137e-13,4.183026503780425e-13,3.101255168470781e-13,1.1736046667009028e-13
"value__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20)",156.0,-19.80425138961129,10.70328521357576,-51.89140252744113,-24.949487512466096,-18.36713450462672,-12.21897215992558,13.247949613899149,30.0,-10.895860230436371,3.360222398753741,-19.41164949474755,-12.969310453899606,-10.562853612247544,-8.918396089930027,-5.378826036291766,65.0,-15.54499045249923,5.632363207218447,-28.53982077177407,-19.36182224368941,-15.48122988525838,-12.017925064748688,1.670494986257292,61.0,-28.72398410580036,10.790331115914872,-51.89140252744113,-37.57795197475052,-26.609990062905645,-21.41691861514148,13.247949613899149,6.503684535700685e-05,8.40816331362671e-06,8.875777569262662e-14,9.969991850276357e-14,1.999342171637484e-14,8.026479472152815e-15
"value__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)",156.0,-34.03761285185534,22.55048263570049,-94.46742274585284,-47.48412488938799,-29.29120674936746,-16.11782559303196,12.841568365932131,30.0,-13.766946911499286,4.961272298748735,-24.22093284708468,-16.46369533442433,-13.31960047991203,-9.248954045901492,-6.769090075179892,65.0,-24.875230160124826,11.404628083196297,-60.535647890513935,-31.815549498891613,-23.9005281817103,-15.855794257913388,1.8269211899519733,61.0,-53.769987494038375,21.698000104007743,-94.46742274585284,-63.53402529569455,-51.04498750492,-39.01963453598161,12.841568365932131,1.7470592124650518e-06,6.496091710102741e-07,4.170953482673246e-16,4.956156940827824e-14,2.8945880487626233e-16,2.0054994822138656e-15
"value__cwt_coefficients__coeff_10__w_2__widths_(2, 5, 10, 20)",156.0,-0.0688029210559147,0.1954285059928299,-0.8390867065025542,-0.0910854818887993,-0.0035334544449417,0.0279877190992866,0.3821752701733256,30.0,-0.0020451980744071,0.1179495033431302,-0.592326466435293,-0.0088417949458754,0.0012839830025146,0.0470479332079445,0.1223231566827243,65.0,-0.0166776017665135,0.1067573718253811,-0.4446635101459932,-0.075108432428733,0.0073069407722801,0.0408184288665776,0.1678466816901067,61.0,-0.1571779611092969,0.2582058108213993,-0.8390867065025542,-0.2731088535297443,-0.0522378104896992,0.0083691337371059,0.3821752701733256,0.549532633496717,0.2270494316264842,0.0023826571581866,0.0002905139195251,9.462118607226263e-05,0.0003107649180106
